,wellington_hill,mattapan,dorchester,dudley,roxbury,hyde_park,washington,bunker_hill,columbus,shawmut,boston
api,50.0,8.662900188323917,11.08141447368421,7.18562874251497,6.871035940803383,21.47887323943662,15.5893536121673,0.0,25.0,3.9215686274509802,11.072074949430426
white,50.0,91.33709981167608,88.91858552631578,92.81437125748504,93.12896405919662,78.52112676056338,84.4106463878327,100.0,75.0,96.07843137254902,88.92792505056958
