,mattapan,dorchester,dudley,roxbury,grove_hall,hyde_park,neponset,andrew_square,washington,mount_hope,shawmut,boston
white,83.88520971302428,83.02730696798494,77.6978417266187,85.99151000606429,88.88888888888889,88.17005545286506,92.45283018867924,100.0,94.79553903345726,55.55555555555556,100.0,83.06188925081433
hispanic,7.72626931567329,6.450094161958568,16.546762589928058,4.6088538508186785,0.0,3.1423290203327174,3.7735849056603774,0.0,1.1152416356877324,11.11111111111111,0.0,5.235854747255399
api,7.28476821192053,9.486817325800377,5.755395683453238,7.216494845360824,11.11111111111111,7.208872458410351,3.7735849056603774,0.0,4.089219330855019,33.33333333333333,0.0,9.66340933767644
black,1.1037527593818985,1.0357815442561207,0.0,2.1831412977562157,0.0,1.478743068391867,0.0,0.0,0.0,0.0,0.0,2.0388466642538305
