,mattapan,dorchester_center,dorchester,dudley,roxbury,grove_hall,codman_square,hyde_park,jones_hill,adams_village,washington,bunker_hill,harbor_view,boston,seaport_district,aberdeen
white,83.79888268156425,100.0,84.52977184195882,73.21428571428571,78.35097001763668,85.71428571428571,42.10526315789473,64.8,94.73684210526315,100.0,90.69767441860465,68.0,100.0,80.99835177772545,93.47826086956522,100.0
api,10.614525139664805,0.0,7.178631051752922,5.952380952380952,17.019400352733687,9.523809523809524,47.368421052631575,12.4,0.0,0.0,9.30232558139535,16.0,0.0,11.443371791853073,6.521739130434782,0.0
hispanic,4.0968342644320295,0.0,6.816917084028937,19.642857142857142,2.7336860670194003,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,5.615728749705674,0.0,0.0
black,1.48975791433892,0.0,1.474680022259321,1.1904761904761905,1.8959435626102292,4.761904761904762,10.526315789473683,1.2,5.263157894736842,0.0,0.0,16.0,0.0,1.9425476807157993,0.0,0.0
