,mattapan,dorchester,west_street,dudley,roxbury,hyde_park,neponset,washington,bunker_hill,columbus,boston
white,81.52958152958153,81.42510121457491,100.0,86.687306501548,80.18917498686284,80.0,100.0,75.34246575342466,90.0,100.0,79.6117381489842
api,12.40981240981241,8.242914979757085,0.0,10.526315789473683,8.82816605359958,14.23076923076923,0.0,20.54794520547945,5.0,0.0,12.514672686230249
black,3.318903318903319,1.8461538461538463,0.0,0.9287925696594427,2.4697845507094063,5.1923076923076925,0.0,2.73972602739726,0.0,0.0,2.73589164785553
hispanic,2.7417027417027415,8.48582995951417,0.0,1.8575851393188854,8.512874408828166,0.576923076923077,0.0,1.36986301369863,5.0,0.0,5.1376975169300225
