,word0,word1,word2,word3,word4,word5
0,man,woman,girl,guy,boy,person
1,woman,man,person,girl,boy,males
2,men,males,students,boys,women,couples
3,women,students,people,patients,men,demonstrators
4,male,latino,ladysmith,kittiwakes,yippies,distributing
5,female,black,latino,male,evangelical,hispanic
6,person,woman,man,boy,starry,girl
7,people,demonstrators,students,residents,kids,teenagers
8,community,resettlement,nonprofit,church,alliance,coders
9,neighborhood,country,trades,newsroom,throes,community
10,child,man,kid,policeman,person,woman
11,children,kids,families,parents,daughters,students
12,kid,guy,papi,girl,toddler,boy
13,youth,centers,needy,urban,bangladeshi,professional
14,business,nonprofit,scottish,counter,gilead,menu
15,company,agency,mbta,firm,committee,organization
16,black,hispanic,latino,minority,white,young
17,haitian,immigrant,portuguese,jamaican,jewish,cajun
18,caribbean,tamir,academy,poets,episcopal,afghan
19,jamaican,haitian,scorned,vietnamese,mexican,immigrant
20,dominican,scotian,somalia,czech,delta,malaysia
21,scotian,yippies,cleats,jackets,trotskyites,vests
22,somalia,nigeria,dominican,apartheid,honduras,malaysia
23,czech,dominican,welterweight,coca,overthrown,prose
24,delta,blackhawks,winnipeg,predominately,dominican,defying
25,malaysia,fla,calgary,straying,kan,ripley
