,word0,word1,word2,word3,word4,word5
0,man,woman,protester,girl,boy,person
1,woman,man,person,cherilus,kid,lalanne
2,men,girls,defendants,women,people,seniors
3,women,men,people,latinos,families,defendants
4,male,gleaming,millennials,tile,maned,pantsuits
5,female,hispanic,latino,black,white,oxford
6,person,woman,man,child,timer,eye
7,people,defendants,players,men,women,residents
8,community,neighborhood,groups,environment,alliance,innovators
9,neighborhood,country,community,town,mission,communities
10,child,person,kid,woman,adult,doctor
11,children,seniors,families,siblings,kids,students
12,kid,girl,child,woman,daughter,audience
13,youth,teamsters,parks,ministerial,bridj,therapists
14,business,foundations,nonprofit,respective,printing,helping
15,company,agency,firm,site,mbta,vertex
16,black,hispanic,latino,biracial,young,female
17,haitian,lebanese,modernist,vases,peninsular,champ
18,caribbean,folk,stacked,selections,tacos,holy
19,jamaican,ghanian,luis,onyema,sciaccan,lesbian
20,dominican,morocco,rican,marching,skibbereen,selma
21,morocco,dominican,quarterfinals,rededication,cargo,periodically
22,rican,dominican,irish,ricans,sciaccan,periodically
23,marching,brandishing,stationed,untied,fingertips,dominican
24,skibbereen,sciaccan,middlesex,halts,halting,dominican
25,selma,limerick,hudson,dominican,ind,haiti
