,term,weight
66,wright,0.008434231613768769
1478,rahim,0.006446175420697495
4396,braceland,0.005022993834309737
2938,hedges,0.004604411014783926
2892,hokule,0.002678930044965193
4145,clay,0.0025688557007284463
2276,mcmorrow,0.002513462308267548
1200,rovinski,0.0025114969171548683
2471,lehane,0.0019344916487778836
2652,isis,0.0019186397255740143
2733,informant,0.0017963136738651778
4400,boyajian,0.0017580478420084079
1206,roslindale,0.0017041904653267799
3982,conspiring,0.001675641538845032
4332,byob,0.0016743312781032456
2653,isil,0.001506898150292921
994,siegmann,0.0014231815863877588
1963,obstruction,0.0013790223027563228
4806,aggregation,0.0013394650224825965
2594,jurors,0.0013393415008989035
243,virus,0.0013265495515856504
1218,rogoff,0.001256731154133774
4275,casserly,0.0012557484585774342
310,usaamah,0.0011720318946722718
2650,islamic,0.001170537946128034
3219,flute,0.0011507931266501366
2358,maggie,0.0011009381574550484
2045,nile,0.0010883153307671095
2584,kavanaugh,0.0010883153307671095
3101,geller,0.0010883153307671095
581,terrorism,0.0010848888281186657
4570,bagels,0.001079234845635383
2168,mosquito,0.0010472759617781448
1226,roach,0.0010045987668619474
2740,infected,0.0010045987668619474
3692,dineen,0.0010045987668619474
4674,archdale,0.0010045987668619474
1554,propaganda,0.0009774575643262686
2640,jacobs,0.0009672458243889418
1169,said,0.0009020169823107427
3841,cunningham,0.0008394048799386312
221,voyaging,0.0008371656390516228
4335,buyse,0.0008371656390516228
3657,disseminated,0.0008371656390516228
4770,ali,0.0008361901214580169
3985,conspiracy,0.0008361901214580169
372,uncle,0.0008251093421273233
4261,cave,0.0008155097462629988
1700,plotting,0.0008155097462629988
2651,islam,0.000783008524505334
2833,hurley,0.0007718678044227849
580,terrorist,0.0007601667978074857
1669,popup,0.0007534490751464605
2167,mosquitoes,0.0007534490751464605
233,vogler,0.0007534490751464605
1813,patalano,0.0007534490751464605
1027,shay,0.0007534490751464605
3825,daoud,0.0007534490751464605
4078,commenting,0.0007369491995344319
4361,bu,0.0007331997446628023
2957,hawaii,0.0007323228987773596
2150,mr,0.0007252917334306353
4018,confederate,0.0007075454873875528
2877,honolulu,0.0006981839745187633
3217,flutist,0.0006981839745187633
2022,noise,0.0006851929440749466
3359,faa,0.0006697325112412982
2937,heiss,0.0006697325112412982
2009,normand,0.0006697325112412982
2364,lyft,0.0006573514952149262
1721,planes,0.0006515715409778449
4019,confederacy,0.0006448305495926279
3395,exodus,0.0006448305495926279
58,wu,0.0006432231703523206
2484,lebanon,0.0006277053418091654
379,uber,0.0006258118691630772
2634,jane,0.0006116323096972492
2564,kill,0.000606255248251731
1436,recital,0.0005995749142418794
1850,pamela,0.0005987712246217258
1265,retry,0.0005860159473361359
4109,coding,0.0005860159473361359
4517,behead,0.0005860159473361359
2657,iphone,0.0005791747030914177
2049,nicholas,0.0005753965633250683
3606,drain,0.0005708568223840992
4079,commenters,0.0005585471796150106
3721,detainee,0.0005585471796150106
2715,insect,0.0005585471796150106
2993,hajj,0.0005585471796150106
988,silber,0.0005585471796150106
1681,polynesian,0.0005585471796150106
4333,bye,0.0005585471796150106
2905,hirsh,0.0005585471796150106
1545,prosecutors,0.0005491494553117668
1979,nun,0.0005396174228176915
2465,lesley,0.0005230877848409711
4118,coach,0.0005084721436950002
2811,ige,0.0005022993834309737
1296,reset,0.0005022993834309737
1035,shackles,0.0005022993834309737
2149,msimbo,0.0005022993834309737
434,trenkler,0.0005022993834309737
460,transcending,0.0005022993834309737
634,tawa,0.0005022993834309737
2829,hussain,0.0005022993834309737
662,tahiti,0.0005022993834309737
2550,knots,0.0005022993834309737
3840,cunninghams,0.0005022993834309737
1125,schooler,0.0005022993834309737
2340,mana,0.0005022993834309737
839,squires,0.0005022993834309737
804,stellman,0.0005022993834309737
4763,allegedly,0.0004934760301330925
1701,plotted,0.0004887287821631343
3656,dissemination,0.0004887287821631343
4303,canoe,0.0004887287821631343
3902,courtroom,0.00048534500205308723
223,voyage,0.00047965993139350357
4429,boiling,0.00047965993139350357
1889,osha,0.00047965993139350357
2955,hazards,0.00047965993139350357
4571,bagel,0.00047965993139350357
226,von,0.000470779006356874
2553,knife,0.0004705794462617769
2176,monument,0.0004705794462617769
818,state,0.00045990081812625035
2686,intended,0.0004498022809609617
2696,instructions,0.0004485303604446494
4071,commit,0.0004424267856365657
2593,jury,0.00043954618649510486
4362,bso,0.0004343810273185633
1703,plot,0.00042824559004684163
3668,disease,0.0004237047973086255
4918,abdullah,0.0004197024399693156
606,teehan,0.000418910384711258
1764,persona,0.000418910384711258
4462,blackmon,0.000418910384711258
4798,aguasvivas,0.000418910384711258
4499,berenson,0.000418910384711258
4178,christening,0.000418910384711258
2333,manifesto,0.0004185828195258114
4687,applus,0.0004185828195258114
187,warwick,0.0004184702278727769
1816,passport,0.0004145339247381179
300,utility,0.0004077548731314994
2028,nmr,0.0004077548731314994
2433,lin,0.0004077548731314994
3541,electricity,0.00040452399705533923
4005,conley,0.0004014045448186978
250,violations,0.0003981826083753497
167,wedding,0.00038593390221139243
386,two,0.0003824430110810751
4035,computer,0.0003791042923287702
927,smith,0.0003696917856122347
270,vessel,0.00036847459976721596
4783,aisle,0.00036847459976721596
2709,inspection,0.00036847459976721596
2820,icing,0.00036847459976721596
2448,licensing,0.00036198418943213603
