,term,weight
1170,shanley,0.005359329943022529
880,steward,0.0035236752195440843
4495,crowley,0.0021778521016225195
4129,edgerley,0.0019520990491616826
3275,iasis,0.0018089135918483515
4845,chung,0.0014471308734786813
2149,packard,0.0012662395142938462
4900,che,0.0011650717267440282
4887,cheetos,0.001138724445344315
4217,dormitory,0.001085348155109011
4173,dubois,0.0010844994717564905
4965,caucusing,0.0010844994717564905
466,trinity,0.0010842077598597183
1688,racism,0.0010387131367941267
2643,mcquillan,0.0009320573813952226
399,umass,0.0009110504967337806
5134,bradlees,0.0009044567959241757
4772,coed,0.0008543859329456206
3924,expectancy,0.0008155502087208198
5207,blanco,0.0008140111163317581
4218,doritos,0.0008140111163317581
4939,cereal,0.0008140111163317581
5015,campus,0.0007852148488961888
4162,durso,0.0007591496302295433
4967,caucus,0.00074583976082963
730,sycamore,0.0007235654367393407
3972,eventide,0.0007235654367393407
3317,hospitals,0.0007077727124379194
816,students,0.0006702055329257357
2668,massicotte,0.0006506996830538943
2186,oringer,0.0006506996830538943
3383,hess,0.0006506996830538943
4372,delis,0.0006506996830538943
3621,furman,0.0006506996830538943
5299,bay,0.0006476226661469596
1798,professors,0.0006249436992470839
3464,haddon,0.0006213715875968151
2619,meehan,0.000596671808663704
4131,eddine,0.0005964747094660697
3876,faculty,0.0005731382093719574
3065,japanese,0.0005668382182305189
5049,buttermilk,0.0005437001391472132
1562,rehired,0.0005426740775545055
5538,andrade,0.0005426740775545055
534,torre,0.0005426740775545055
485,treasonous,0.0005422497358782452
1293,scarring,0.0005422497358782452
387,unconfined,0.0005422497358782452
3164,inoculated,0.0005422497358782452
4804,cliché,0.0005422497358782452
156,whitesplaining,0.0005422497358782452
2759,lupo,0.0005422497358782452
4800,clings,0.0005422497358782452
5629,affliction,0.0005422497358782452
4555,counters,0.0005422497358782452
1592,recriminations,0.0005422497358782452
3660,freeze,0.0005421038799298592
2776,louise,0.0005421038799298592
2016,phd,0.0005370046277973336
3046,joe,0.0005368990419803001
5063,burger,0.000508222387434243
4885,chef,0.000507006877521347
5381,audacity,0.0005048644149224122
4749,color,0.0005033428518565313
144,wiley,0.0004999549593976672
1329,said,0.0004983934659148568
3072,jamal,0.0004974512377582967
1665,ranch,0.0004974512377582967
4464,cushman,0.00048802476229042066
3869,faithfully,0.00048802476229042066
1687,racist,0.0004839955763898209
3682,foundation,0.0004764978997575163
4489,crunch,0.00047540048408625595
5159,boston,0.0004737205220576857
4894,cheddar,0.0004660286906976113
4535,coworkers,0.0004660286906976113
438,tuition,0.0004623060783148153
1664,rancor,0.00045222839796208787
4957,cds,0.00045222839796208787
3181,inhospitable,0.00045222839796208787
1331,safr,0.00045222839796208787
1005,sophistication,0.00045222839796208787
5081,budget,0.00045120462793021105
531,toss,0.00044045940244301054
5048,buttonwood,0.0004337997887025962
5141,boyes,0.0004337997887025962
2334,nonmi,0.0004337997887025962
558,tipsy,0.0004337997887025962
3406,healthworks,0.0004337997887025962
2976,koop,0.0004337997887025962
3083,izakaya,0.0004337997887025962
2876,lesaffre,0.0004337997887025962
285,vernaglia,0.0004337997887025962
5137,bra,0.0004337997887025962
2472,mpt,0.0004337997887025962
2511,momi,0.0004337997887025962
2408,nedgerley,0.0004337997887025962
5592,albright,0.0004337997887025962
912,state,0.000428213140200526
3381,hicks,0.0004271929664728103
4479,cuisine,0.000422578208076672
2588,merger,0.000422578208076672
5128,branded,0.00041767026606459286
4527,crashes,0.00041767026606459286
2230,one,0.00041154470353761447
1184,sex,0.00040682934891703745
2587,mergers,0.0004065779099473944
3419,hayes,0.0004065779099473944
4190,drink,0.0004053514680172202
4891,cheese,0.0004044415499645253
3409,health,0.0003987298740191085
5651,administrators,0.0003967879911036628
3651,fried,0.00039616707007188
1047,snack,0.00039616707007188
437,tumultuous,0.0003883572422480094
3351,hoax,0.0003883572422480094
4090,embark,0.0003883572422480094
1041,snapping,0.0003883572422480094
2256,odious,0.0003883572422480094
1859,predominately,0.0003883572422480094
5229,bigotry,0.00037514359778843766
1324,salt,0.0003749662195482503
4791,clubs,0.000374744213820126
5067,bun,0.00037269641745177817
748,survivors,0.0003698448626518522
2089,pastrami,0.00036178271836967034
365,uni,0.00036178271836967034
715,taco,0.00036178271836967034
315,valentin,0.00036178271836967034
2484,motley,0.00035800308519822247
820,stuart,0.00035800308519822247
2153,oysters,0.00035800308519822247
4379,deli,0.00035800308519822247
2862,levy,0.00035800308519822247
4779,cocktails,0.00035800308519822247
933,staffers,0.0003541347629066809
4462,customers,0.0003527004365365892
4459,cuts,0.00034646069644641203
1307,sauce,0.00034389950946351906
1825,priests,0.000343344794062296
4284,discount,0.00033881492495616195
875,stiff,0.00033881492495616195
3216,incomplete,0.00033881492495616195
576,thwart,0.00033881492495616195
1832,presumably,0.00033881492495616195
4178,drops,0.00033881492495616195
4195,dreaded,0.00033881492495616195
1692,race,0.00033197464399129856
1297,scandal,0.00032825064806488294
5500,apologize,0.00032825064806488294
1328,sake,0.0003281694947650372
5188,board,0.0003266191521220357
4792,club,0.0003266191521220357
454,truffles,0.00032534984152694714
4580,cordova,0.00032534984152694714
4465,curtailed,0.00032534984152694714
1454,retention,0.00032534984152694714
5431,asaro,0.00032534984152694714
419,twinkie,0.00032534984152694714
1865,predator,0.00032534984152694714
353,unloved,0.00032534984152694714
1335,saddle,0.00032534984152694714
410,u2007now,0.00032534984152694714
3049,jims,0.00032534984152694714
4316,dhairya,0.00032534984152694714
3268,idealistic,0.00032534984152694714
117,withorn,0.00032534984152694714
2882,lemongrass,0.00032534984152694714
4267,disorganized,0.00032534984152694714
1767,prospectus,0.00032534984152694714
4367,demoralized,0.00032534984152694714
5178,bogue,0.00032534984152694714
294,velveeta,0.00032534984152694714
3896,extorting,0.00032534984152694714
415,two,0.0003207482701432247
4937,certificate,0.00031693365605750404
1409,risen,0.00031693365605750404
3019,juices,0.00031655987857346154
3214,incorporates,0.00031655987857346154
157,whites,0.0003143681332540744
537,topped,0.00031247184962354197
2264,occasionally,0.00031247184962354197
471,tricky,0.00031247184962354197
2966,la,0.0003111471752288982
1284,school,0.0003110422469235125
3573,ghost,0.00031068579379840754
1193,settings,0.00031068579379840754
1231,selections,0.00031068579379840754
2607,memo,0.00031068579379840754
2074,patty,0.00031068579379840754
4140,eastie,0.00031068579379840754
631,terrace,0.00031068579379840754
3546,gluten,0.00031068579379840754
934,staff,0.00030541011626995546
3013,junk,0.00030493343246054574
2088,pastry,0.00030493343246054574
5291,beard,0.00030493343246054574
4784,coated,0.00030493343246054574
3270,icy,0.00030493343246054574
4411,debt,0.00030480417320310555
643,tendency,0.000298335904331852
2808,loans,0.000298335904331852
5666,acute,0.000298335904331852
2111,parochial,0.000298335904331852
5421,assailant,0.000298335904331852
384,undergo,0.000298335904331852
1748,provocative,0.000298335904331852
746,sushi,0.000298335904331852
3801,fictional,0.000298335904331852
3583,generation,0.0002975909933277471
4998,care,0.00029692650192912336
5696,accountable,0.0002947710081115877
5720,abuse,0.0002941933895702833
1125,shuttle,0.0002916403929819725
1656,raped,0.0002916403929819725
3041,johnston,0.0002916403929819725
