,0
dorchester,2575
roxbury,1443
fenway,884
south_boston,692
downtown,660
mattapan,601
south_end,467
east_boston,372
west_roxbury,344
jamaica_plain,320
roslindale,296
brighton,277
charlestown,271
hyde_park,261
back_bay,231
north_end,166
mission_hill,160
allston,153
beacon_hill,149
west_end,56
harbor_islands,22
longwood_medical_area,19
south_boston_waterfront,0
