,0
dorchester,1137
roxbury,650
south_boston,313
hyde_park,291
mattapan,272
downtown,253
west_roxbury,189
back_bay,171
jamaica_plain,157
mission_hill,152
south_end,151
beacon_hill,150
brighton,142
roslindale,137
fenway,126
allston,123
east_boston,100
charlestown,86
north_end,40
west_end,26
longwood_medical_area,5
harbor_islands,4
south_boston_waterfront,0
