,weights
único,8.389563953677635
goldsmith,8.389563953677635
goebbels,8.389563953677635
goetcheus,8.389563953677635
goffstown,8.389563953677635
goggin,8.389563953677635
gogh,8.389563953677635
slushy,8.389563953677635
golan,8.389563953677635
golar,8.389563953677635
golas,8.389563953677635
goldberger,8.389563953677635
slushie,8.389563953677635
goldfish,8.389563953677635
goldhaber,8.389563953677635
slushes,8.389563953677635
godsend,8.389563953677635
goldthawaite,8.389563953677635
goldwater,8.389563953677635
slush,8.389563953677635
golfers,8.389563953677635
goliath,8.389563953677635
golin,8.389563953677635
slurring,8.389563953677635
gonalez,8.389563953677635
goncalves,8.389563953677635
gondres,8.389563953677635
gonneville,8.389563953677635
gonsalves,8.389563953677635
gonson,8.389563953677635
godzilla,8.389563953677635
godine,8.389563953677635
gloss,8.389563953677635
gmo,8.389563953677635
glosses,8.389563953677635
glossies,8.389563953677635
glossolalia,8.389563953677635
gloucestergirls,8.389563953677635
smalls,8.389563953677635
smallpox,8.389563953677635
glug,8.389563953677635
glut,8.389563953677635
glutes,8.389563953677635
gluttonous,8.389563953677635
glynis,8.389563953677635
smalanskases,8.389563953677635
gmail,8.389563953677635
gnatcatcher,8.389563953677635
godderz,8.389563953677635
gnawing,8.389563953677635
gniado,8.389563953677635
goad,8.389563953677635
smalanskas,8.389563953677635
goalkeeper,8.389563953677635
smaht,8.389563953677635
smacking,8.389563953677635
gobbler,8.389563953677635
gobbo,8.389563953677635
goblet,8.389563953677635
gobs,8.389563953677635
gochez,8.389563953677635
goddamn,8.389563953677635
gonzalo,8.389563953677635
slumbers,8.389563953677635
goodie,8.389563953677635
graeme,8.389563953677635
gpas,8.389563953677635
sloganeering,8.389563953677635
grabner,8.389563953677635
slivered,8.389563953677635
graceland,8.389563953677635
gracie,8.389563953677635
grackle,8.389563953677635
slinky,8.389563953677635
slink,8.389563953677635
slinging,8.389563953677635
gradspeakers,8.389563953677635
sling,8.389563953677635
gradualism,8.389563953677635
graff,8.389563953677635
slum,8.389563953677635
slifky,8.389563953677635
slifka,8.389563953677635
gragg,8.389563953677635
slidin,8.389563953677635
grainge,8.389563953677635
grammer,8.389563953677635
slideshow,8.389563953677635
granary,8.389563953677635
grander,8.389563953677635
slet,8.389563953677635
grandmarc,8.389563953677635
grandmas,8.389563953677635
slemmer,8.389563953677635
gpa,8.389563953677635
gown,8.389563953677635
govt,8.389563953677635
governorship,8.389563953677635
goodwin,8.389563953677635
gooey,8.389563953677635
goofing,8.389563953677635
slug,8.389563953677635
gophers,8.389563953677635
gopnik,8.389563953677635
gorey,8.389563953677635
gorge,8.389563953677635
gorham,8.389563953677635
gori,8.389563953677635
gormey,8.389563953677635
gorrie,8.389563953677635
