,word0,word1,word2,word3,word4,word5
0,gun,buyback,guns,violence,firearms,illegal
1,arrested,robbed,charley,jarris,stabbing,unprovoked
2,documents,obtained,tsarnaev’s,”according,filings,files
3,allegedly,pistol,revolver,handgun,charley,raped
4,officers,police,batons,officer,interrogated,troopers
5,car,passenger,bmw,devon,suv,kettlewell
6,catron,apprehended,witnesses’,revolver,357,brandishing
7,police,officers,officer,detectives,batons,intimidation
8,charges,murder,charge,guilty,pleaded,unlawful
9,cabrera,ifill,thief,“here’s,orchestrate,fouled
10,marijuana,legalizing,dispensaries,distribute,unburnt,juveniles
11,ammunition,unlawfully,unlawful,motor,discharging,loaded
12,tillery,revolver,witnesses’,”fauntleroy,apprehended,9mm
13,ortiz,wallace,lloyd’s,ernest,cure,paradis
14,armed,robbery,intimidation,weapon,automatic,trespassing
