,word0,word1,word2,word3,word4,word5
0,gross,command,evans,o’rourke,hasson,hodge
1,evans,gross,hasson,“thanks,linskey,commissioner
2,police,officers,officer,detectives,batons,intimidation
3,estrada,stabbings,guilfoil,cawfield,o’rourke,attacked’’
4,scene,casings,cawfield,chaotic,pronounced,ballistics
5,mccarthy,magee’s,merner,kenneally,o’rourke,mcguire
6,stabbing,mulligan’s,stabbed,archer,altercation,shootout
7,victim,suspect,stab,assailant,attacker,neva
8,thursday,monday,tuesday,friday,wednesday,saturday
9,roslindale,milton,neponset,grove,dorchester’s,mattapan
10,homicides,nonfatal,shootings,667,robberies,plummeted
11,rowe,homestead,richmond,duplex,stratton,staggered
12,dead,pronounced,stab,wounds,escaped,gunshot
13,occurred,gunfire,robberies,accidents,brazen,incidents
14,pronounced,stab,estrada,borgella,transported,ems
