,word0,word1,word2,word3,word4,word5
0,banks,lenders,loans,subprime,ipos,mortgages
1,bank,bank’s,oneunited,sperm,supplied,foreclose
2,stock,heating,increases,inflation,$51,allocated
3,forte,wolfe,vali,panacea,biondolillo,kates
4,ipos,surplus,bankers,bulk,$240,enrollments
5,community,outreach,tenpoint,foundation’s,philanthropic,partnering
6,capital,venture,investor,cherry’s,investments,gornstein
7,institutions,varying,attainment,digit,peer,brookings
8,mutual,implementation,highlighting,fostering,foundations,reforming
9,ehrlich,blankstein,snowe,”deputy,proponent,reich
10,sale,$800,$3,deficit,$240,billion
11,banking,denterlein,industries,financed,stimulus,multibillion
12,bankers,alta,hotels’,directors’,expended,bolstering
13,sell,foreclosed,freddie,suero,fannie,buy
14,association,affiliated,sponsors,afl,realtors,alliance
