,word0,word1,word2,word3,word4,word5
0,pizza,thai,homemade,drank,crispy,oven
1,oven,phuket,ambience,homemade,crispy,bathed
2,restaurant,store,cafe,bakery,supermarket,darryl
3,mozzarella,caramelized,pancake,scallion,meatballs,mushrooms
4,chef,pastry,gourmet,sous,bakery,tasty
5,crust,lobster,chewy,lettuce,crystals,unadorned
6,ali,lin,randy,tomas,maslow,cook’s
7,cape,verdean,cod,verdeans,verde,islands
8,tomatoes,shreds,garlic,noodles,steamed,lettuce
9,barbone,nancy’s,bath,scurrying,showpiece,lushly
10,ferrara,mckinley,dipaolo,emma,kohlhase,stepner
11,kale,grain,cabbage,carrots,soy,garlic
12,neapolitan,disks,sourdough,hued,pendants,composer’s
13,beets,scallion,zucchini,roasted,shreds,mushrooms
14,carrots,sprouts,garlic,soy,shreds,pineapple
