,word0,word1,word2,word3,word4,word5
0,galvin,nicholson,bagwell,zanco,tellez,“going
1,busing,desegregation,garrity,1970s,shaken,garrity’s
2,white,black,predominantly,overwhelmingly,male,males
3,black,white,latino,male,males,predominantly
4,students,faculty,administrators,colleges,classrooms,student
5,school,schools,elementary,academy,teacher,school’s
6,senior,junior,captains,receiver,connor,quarterback
7,racial,tensions,pervasive,rooted,profiling,lingering
8,high,diploma,altogether,dropout,associate’s,enroll
9,felt,hollowed,craved,bloom,freer,odoms
10,locker,banister,ambled,cracks,stomping,dabbed
11,aylward,gasped,baby’s,veiga,wailed,“jerry
12,nine,’’a,½,150,three,thirty
13,mattapan,bowdoin,roxbury,grove,dorchester,roslindale
14,neighborhood,revitalization,mattapan,bowdoin,revitalize,roslindale
