,word0,word1,word2,word3,word4,word5
0,wpa,deal’s,inked,entrances,amenity,capitals
1,buildings,towers,apartments,condominiums,complexes,residences
2,americans,african,latinos,asians,hispanics,frustrations
3,mural,moffett’s,tallest,lighted,dainty,renzo
4,moffett,halved,turpin,newsham,fantastically,”between
5,government,agencies,cooperation,inaction,conflicting,repealing
6,post,lame,meade,elevation,huffington,mayoralty
7,historic,preservation,dewey,revitalization,demolished,compatible
8,deal,negotiated,arbitration,lucrative,blockbuster,robust
9,revolutionary,ku,clash,shunning,commemoration,protestant
10,crumbling,gresham,posited,crummy,overlooks,sketching
11,union,negotiating,drivers’,stutman,1199,contract
12,somerville,blvd,776,bros,salem,hingham
13,patriotic,crepe,vessel,wardrobe,price’s,memorabilia
14,infrastructure,reduces,ª,vaccines,hurdles,prisons
