,word0,word1,word2,word3,word4,word5
0,grover,nicholson,greenberg,alvarado,roarke,darriean’s
1,nicholson,grover,betty,deirdre,grover’s,darriean’s
2,mason,shanna,poisoning,patterson,bigby’s,abducted
3,person,51a,kills,”another,flipping,forums
4,driving,drunk,drunken,narcotics,arrested,robitaille
5,sunday,saturday,afternoon,morning,monday,night
6,offense,starter,squad,scoring,linebacker,receiver
7,niece,weep,grover,betty,alicia,nephew
8,elaine,karl,archung,myers,‘boston,mathis
9,multiple,discrediting,dmu,confiscated,nseveral,leery
10,car,passenger,bmw,devon,suv,kettlewell
11,speeding,trespassing,motor,impeded,pistols,endanger
12,influence,“got,strongest,tactic,default,referenced
13,walpole,middleton,pembroke,“michael”,burrier,robertson
14,drunk,confiscated,masked,gunfire,indecently,ambushed
