,word0,word1,word2,word3,word4,word5
0,campobello,lubec,neastern,serene,sailing,commons
1,roosevelt,campobello,southernmost,readville,tran,grandest
2,roosevelts,puppetry,diffuse,mengestu’s,“anybody,ebert
3,island,rhode,condemned,addicts,evacuate,450
4,eleanor,norway,kearns,boxer,gael,doris
5,visitors,tourists,explore,destination,continent,shores
6,canada,immigrated,guatemala,troops,embassy,united
7,lubec,coastline,neastern,donetsk,d’ivoire,sheepscot
8,visit,trip,obamas,evenings,spaulding,celebrate
9,united,states,canada,nations,nigeria,immigrated
10,tea,mate,challengers,karyn,pryor,primaries
11,nine,’’a,½,150,three,thirty
12,seven,six,five,ten,eight,three
13,hundred,thousand,planted,balconies,pitches,considerably
14,international,airports,myanmar,foreign,archive,amsterdam
