,word0,word1,word2,word3,word4,word5
0,marijuana,legalizing,dispensaries,distribute,unburnt,juveniles
1,medical,deaconess,nebraska,hospitals,pediatric,steward’s
2,nic,chalmers,cosmetology,yutaka,fullington,narvaez
3,cannabis,cultivation,adopting,readiness,drugmakers,bolstering
4,school,schools,elementary,academy,teacher,school’s
5,dispensary,dispensaries,agency’s,assessing,advising,leased
6,students,faculty,administrators,colleges,classrooms,student
7,institute,brandeis,research,cosponsored,lesley,apostolate
8,trade,endowment,charters,owning,entities,rightly
9,law,enforcement,statute,laws,hamper,violated
10,dispensaries,dispensary,legalizing,recommend,relocate,massachusetts’s
11,epstein,brigham’s,grimberg,varon,pignone,trotz
12,sauro,ficcardi,singletary,snarky,ascent,kerri
13,curriculum,apprenticeships,apprenticeship,designing,pathways,literacy
14,reform,assure,welfare,governance,viability,implementing
