,word0,word1,word2,word3,word4,word5
0,development,revitalization,builders,undersecretary,gornstein,spur
1,housing,affordable,tenants,subsidies,income,denser
2,project,460,ferdinand,conservancy,incubator,underpasses
3,apartment,bedroom,rented,renting,decker,cord
4,developers,builders,zoning,outlying,construction,denser
5,city,hall,city’s,mayor,infusing,neighborhoods
6,residents,neighborhoods,suburbs,wealthier,mobilize,destabilized
7,apartments,tenants,units,bedrooms,inspected,rents
8,walsh,marty,”mayor,unmatched,mayor,”walsh
9,councilor,ayanna,tito,lamattina,yancey,pressley
10,needs,wants,efficient,incentive,“has,transformative
11,fairmount,vacant,parcels,arcade,cote,frontage
12,building,ferdinand,renovation,prudential,construct,filene’s
13,anticipate,“reducing,setters,beneficial,linkage,dredge
14,commuter,rail,railroad,hull,mbta’s,nwall’s
