,word0,word1,word2,word3,word4,word5
0,menino,mr,mayor,tom,menino’s,thomas
1,funeral,mourners,remembrance,burial,fairview,neared
2,joyce,o’toole,”dot,flaherty,“front,reilly
3,hall,faneuil,city,florian,hibernian,plaza
4,church,baptist,parish,episcopal,vigil,ame
5,gormley,o’donnell,o’donnell’s,snyder,dys,commenting
6,mayor,menino,walsh,niceness,marty,flynn
7,former,white’s,kineavy,rep,downing,reinstein
8,members,friends,friday’s,“front,fathers,morale
9,service,interfaith,postal,installing,weekday,assistance
10,faneuil,plaza,adoring,hall,florian,condolence
11,clinton,hillary,rodham,obama,barack,clinton’s
12,details,sweating,scant,timeline,requests,detail
13,precious,maple,burial,pews,melancholic,mornings
14,blood,elbow,clot,tendon,crohn’s,precious
