,word0,word1,word2,word3,word4,word5
0,mental,illness,health,addiction,illnesses,substance
1,windows,broken,grenades,smoke,skeleton,dumpsters
2,health,unify,care,medicaid,mental,commission’s
3,puchalow,erie,107,1000,jamaicaway,vevo
4,hospital,deaconess,hospitals,psychiatric,medical,beth
5,window,pavement,antenna,swerved,raced,debris
6,lexan,kayakers,abraira’s,specifications,“patient,daytona
7,fuller,margaret,feisty,resourceful,bhadelia,hirsch
8,agency,watchdog,$110,audit,regulators,agency’s
9,department,department’s,fontana,hasson,ballou,agency’s
10,facilities,coordinating,outpatient,inpatient,cannabis,cdc
11,patient,ebola,symptoms,virus,infection,patients
12,inpatient,outpatient,coordinating,rollout,insurers,restrict
13,june,july,2013,jan,sept,oct
14,patients,doctors,patient,symptoms,hospitals,outpatient
