,word0,word1,word2,word3,word4,word5
0,cummings,jenkins’s,bolden,obstructing,advisement,alemany
1,jackson,tito,yancey,ayanna,councilor,”councilor
2,essex,traub,blodgett,gregg,marian,middlesex
3,murder,slaying,charges,odin,ernest,accessory
4,accessory,nhernandez,nwallace,battle’s,wallace’s,perjury
5,district,suffolk,attorney’s,marian,conley,essex
6,killing,stabbing,murdering,safiro,unsolved,indicted
7,charges,murder,charge,guilty,pleaded,unlawful
8,remains,determining,cremated,courthouses,populated,intransigence
9,attorney,blodgett,conley,attorney’s,general’s,”suffolk
10,wednesday,tuesday,friday,monday,thursday,afternoon
11,november,preliminary,npeter,gants’s,september,unsuccessful
12,comment,declined,inquiries,sutter,katz’s,requests
13,entered,bonnie’s,nhernandez,cure,commenting,pleading
14,jonathan,blodgett,roger,volpe,kimball,kibbe
