,word0,word1,word2,word3,word4,word5
0,krupnick,reconnected,“college,jette,brender,hijacked
1,menino,mr,mayor,tom,menino’s,thomas
2,class,middle,adolescents,assignment,diploma,math
3,harvard,university’s,lesley,lecturer,sociology,psychology
4,farber,dana,roach,devine,institute’s,postdoctoral
5,pleased,thrilled,humbled,uglietto,”mcdonough,iannella
6,instructor,1878,electrician,dhanabalan,theology,archdiocesan
7,lawyers,attorneys,tsarnaev’s,contended,dismiss,rejecting
8,assignment,adolescents,enroll,instruction,rcc,academically
9,deliver,owe,entertain,leverage,intimately,wiser
10,speak,confused,sepulveda,refer,specify,”jackson
11,speech,discourse,presentation,insulates,declaration,hollande
12,clear,abundantly,certainty,informed,universally,confusion
13,cancer,brain,breast,diagnosed,treatments,bout
14,political,divisive,clout,constituencies,echoing,“charlie
