,name,race
208,Dec,white
209,Francis,white
210,Anne,white
211,Francis,white
212,Muppets,white
213,McConaughey,white
214,Strait,white
215,Beach,white
216,Drake,white
217,Wilco,white
218,Fighters,white
219,Cecelia,hispanic
220,Cyrus,white
221,Cyrus,white
222,Petz,white
223,Stapleton,white
224,Chesney,white
225,Bryan,white
226,Strait,white
227,Timberlake,white
228,Timberlake,white
229,Stapleton,white
230,Grammy,white
231,nPeople,white
232,King,white
233,Coleman,white
234,Squire,white
235,Dickens,white
236,Weiland’s,white
237,Minaj,white
238,—,api
239,—,api
240,Minaj,white
241,Minaj,white
242,Swift,white
243,Swift,white
244,Lorde,white
245,Jagger,white
246,Timberlake,white
247,Baez,hispanic
248,Adams,white
249,R,api
250,Bouley,white
251,Pixies,hispanic
252,Murphys,white
253,D’s,api
254,Gonson,white
255,Joseph,black
256,Sater,white
257,Sonia,hispanic
258,Mo,api
259,Lamar’s,white
260,—,api
261,Monáe,white
262,Mulvey,white
263,Sanders,white
264,Sanders,white
265,Sanders,white
266,Sanders,white
267,Trump,white
268,Sanders,white
269,Sanders,white
270,Clinton,white
271,Ber,white
272,Ber,white
273,Sanders,white
274,Walker,white
275,Sanders,white
276,Walker,white
277,Bernie,white
278,Walker,white
279,Miller,white
280,Sanders,white
281,Miller,white
282,Sanders,white
283,xa0,white
284,Bernie,white
285,Jeffrey,white
286,Sanders,white
287,Clinton,white
288,Jeffrey,white
289,Sanders,white
290,Sanders,white
291,Sanders,white
292,tWhy,white
293,Crow,white
294,Karasch,white
295,Frey,white
296,White,white
297,Frey,white
298,Mo,api
299,Wilson,white
300,Ferguson,white
301,Brown,white
302,Mo,api
303,Slager,white
304,Scott,white
305,Frey,white
306,’m,api
307,Frey,white
308,White,white
309,Rice,white
310,Rice,white
311,Yancey,white
312,Yancey,white
313,Rice,white
314,Oomp,white
315,Johnson,white
316,McGuire,white
317,Akhtar,api
318,Akhtar,api
319,talks,white
320,Jan,api
321,Amir,api
322,Amir,api
323,Amir,api
324,Amir,api
325,Amir’s,white
326,Amir,api
327,Amir’s,white
328,Isaac,white
329,Amir,api
330,Emily,white
331,Isaac,white
332,xa0,white
333,Akhtar,api
334,Akhtar,api
335,Amir,api
336,Abe,white
337,Hussein,white
338,Akhtar,api
339,Amir,api
340,’,api
341,Akhtar,api
342,Bose,white
343,Amir,api
344,Bose,white
345,Akhtar,api
346,Akhtar,api
347,Amir,api
348,—,api
349,’m,api
350,Sullivan,white
351,Pesaturo,white
352,Lowell,white
353,Wu,api
354,Wu,api
355,Wu,api
356,Warren,white
357,Wu,api
358,Wu,api
359,Wu,api
360,Walsh,white
361,Wu,api
362,Wu,api
363,Wu,api
364,—,api
365,Wu,api
366,Walsh,white
367,Wu,api
368,Walsh,white
369,Walsh,white
370,George,white
371,Campbell,white
372,Hall,white
373,Campbell,white
374,George,white
375,’m,api
376,George,white
377,’m,api
378,tWhy,white
379,Crow,white
380,Karasch,white
381,Frey,white
382,White,white
383,Frey,white
384,Mo,api
385,Wilson,white
386,Ferguson,white
387,Brown,white
388,Mo,api
389,Slager,white
390,Scott,white
391,Frey,white
392,’m,api
393,Frey,white
394,White,white
395,Clinton,white
396,Trump,white
397,Cruz,hispanic
398,Rubio,hispanic
399,Kennedy,white
400,Kyi,api
401,Daly,white
402,Daly,white
403,English,white
404,Teresa,hispanic
405,Bella,hispanic
406,Bella,hispanic
407,Teresa,hispanic
408,McGrory,white
409,’m,api
410,Bella,hispanic
411,Parent,white
412,Bank,white
413,Mullane,white
414,Hall,white
415,Mullane,white
416,Kerry,white
417,Mullane,white
418,Hall,white
419,Mullane,white
420,Mike,white
421,Paris,white
422,Mullane,white
423,Winstons,white
424,MacDonald,white
425,Winston,white
426,MacDonald,white
427,Mullane,white
428,Febreze,white
429,MacDonald,white
430,Mullane,white
431,Mulkern,white
432,Florian,white
433,Mullane,white
434,Winstons,white
435,Hall,white
436,Mullane,white
437,Brendan’s,white
438,2016,api
439,Kelly,white
440,Mullane,white
441,Hammonds,white
442,Bundy,white
443,Bundy,white
444,tYet,white
445,McDonald,white
446,Rice,white
447,Oregonunderattack,white
448,Ridge,white
449,Ridge,white
450,Davidians,white
451,—,api
452,Wu’s,white
453,Wu,api
454,Wu,api
455,Wu,api
456,Hicks,white
457,Feeney,white
458,Michelle,white
459,Wing,white
460,Wu,api
461,Wu,api
462,George,white
463,Campbell,white
464,Conor,white
465,Blaise,white
466,Wu,api
467,Geoff,white
468,Levin,white
469,Wu,api
470,Patrick,white
471,Wu,api
472,xa0,white
473,xa0,white
474,Warren,white
475,Wu,api
476,Wu,api
477,Wu,api
478,Warren,white
479,’m,api
480,Michelle,white
481,Warren,white
482,Wu,api
483,M,api
484,Menino,hispanic
485,Wu,api
486,Obama,api
487,Wu,api
488,Linehan,white
489,Wu,api
490,Wu,api
491,Michelle,white
492,Wu,api
493,Gabriel’s,white
494,St,white
495,St,white
496,Elizabeth,white
497,Doherty,white
498,Doherty,white
499,Walsh,white
500,Jackman,white
501,Gabriel’s,white
502,Dillon,white
503,Gabriel’s,white
504,Doherty,white
505,Githens,white
506,Doherty,white
507,Fi,api
508,Doherty,white
509,Doherty,white
510,Doherty,white
511,Galvin,white
512,Doherty,white
513,Galvin,white
514,Doherty,white
515,Gabriel’s,white
516,McClure,white
517,’m,api
518,McClure,white
519,Sheehan,white
520,—,api
521,McDermott,white
522,J,api
523,Rivitz,white
524,McDermott,white
525,McDermott,white
526,—,api
527,Lawler,white
528,McDermott,white
529,Lawler,white
530,Mike,white
531,Mike,white
532,Pojman,white
533,McDermott,white
534,Pojman,white
535,Pojman,white
536,Lawler,white
537,Pojman,white
538,McDermott,white
539,Lawler,white
540,Rivitz,white
541,McDermott,white
542,Hammonds,white
543,Bundy,white
544,Bundy,white
545,tYet,white
546,McDonald,white
547,Rice,white
548,Oregonunderattack,white
549,Ridge,white
550,Ridge,white
551,Davidians,white
552,—,api
553,Daly,white
554,Daly,white
555,English,white
556,Teresa,hispanic
557,Bella,hispanic
558,Bella,hispanic
559,Teresa,hispanic
560,McGrory,white
561,’m,api
562,Bella,hispanic
563,Wu,api
564,Wu,api
565,Wu,api
566,Warren,white
567,Wu,api
568,Wu,api
569,Wu,api
570,Walsh,white
571,Wu,api
572,Wu,api
573,Wu,api
574,—,api
575,Wu,api
576,Walsh,white
577,Wu,api
578,Walsh,white
579,Walsh,white
580,George,white
581,Campbell,white
582,Hall,white
583,Campbell,white
584,George,white
585,’m,api
586,George,white
587,’m,api
588,Mullane,white
589,Hall,white
590,Mullane,white
591,Kerry,white
592,Mullane,white
593,Hall,white
594,Mullane,white
595,Mike,white
596,Paris,white
597,Mullane,white
598,Winstons,white
599,MacDonald,white
600,Winston,white
601,MacDonald,white
602,Mullane,white
603,Febreze,white
604,MacDonald,white
605,Mullane,white
606,Mulkern,white
607,Florian,white
608,Mullane,white
609,Winstons,white
610,Hall,white
611,Mullane,white
612,Brendan’s,white
613,2016,api
614,Kelly,white
615,Mullane,white
616,Hammonds,white
617,Bundy,white
618,Bundy,white
619,tYet,white
620,McDonald,white
621,Rice,white
622,Oregonunderattack,white
623,Ridge,white
624,Ridge,white
625,Davidians,white
626,—,api
627,James,white
628,Whitey,white
629,Bulger,white
630,Sr,white
631,Bulger,white
632,Jr,api
633,Bulger,white
634,McGonagle,white
635,Connolly’s,white
636,McGonagle,white
637,IV,white
638,Connolly,white
639,Saylor,white
640,McGonagle,white
641,McGonagle,white
642,McGonagle,white
643,Bulger,white
644,Connolly,white
645,McGonagle,white
646,Stephen,white
647,Flemmi,white
648,Bulger,white
649,Connolly,white
650,Flemmi,white
651,Bulger,white
652,McGonagle,white
653,Bulger,white
654,McGonagle,white
655,McGonagle,white
656,Mullens,white
657,Bulger,white
658,McConagle,white
659,Donald,white
660,McGonagle,white
661,Sr,white
662,Bulger,white
663,Saylor,white
664,McGonagle,white
665,Connolly,white
666,Bulger,white
667,Flemmi,white
668,McClure,white
669,’m,api
670,McClure,white
671,Sheehan,white
672,—,api
673,Hammonds,white
674,Bundy,white
675,Bundy,white
676,tYet,white
677,McDonald,white
678,Rice,white
679,Oregonunderattack,white
680,Ridge,white
681,Ridge,white
682,Davidians,white
683,—,api
684,McDermott,white
685,J,api
686,Rivitz,white
687,McDermott,white
688,McDermott,white
689,—,api
690,Lawler,white
691,McDermott,white
692,Lawler,white
693,Mike,white
694,Mike,white
695,Pojman,white
696,McDermott,white
697,Pojman,white
698,Pojman,white
699,Lawler,white
700,Pojman,white
701,McDermott,white
702,Lawler,white
703,Rivitz,white
704,McDermott,white
705,Daly,white
706,Daly,white
707,English,white
708,Teresa,hispanic
709,Bella,hispanic
710,Bella,hispanic
711,Teresa,hispanic
712,McGrory,white
713,’m,api
714,Bella,hispanic
715,Wu,api
716,Wu,api
717,Wu,api
718,Warren,white
719,Wu,api
720,Wu,api
721,Wu,api
722,Walsh,white
723,Wu,api
724,Wu,api
725,Wu,api
726,—,api
727,Wu,api
728,Walsh,white
729,Wu,api
730,Walsh,white
731,Walsh,white
732,George,white
733,Campbell,white
734,Hall,white
735,Campbell,white
736,George,white
737,’m,api
738,George,white
739,’m,api
740,Mullane,white
741,Hall,white
742,Mullane,white
743,Kerry,white
744,Mullane,white
745,Hall,white
746,Mullane,white
747,Mike,white
748,Paris,white
749,Mullane,white
750,Winstons,white
751,MacDonald,white
752,Winston,white
753,MacDonald,white
754,Mullane,white
755,Febreze,white
756,MacDonald,white
757,Mullane,white
758,Mulkern,white
759,Florian,white
760,Mullane,white
761,Winstons,white
762,Hall,white
763,Mullane,white
764,Brendan’s,white
765,2016,api
766,Kelly,white
767,Mullane,white
768,James,white
769,Whitey,white
770,Bulger,white
771,Sr,white
772,Bulger,white
773,Jr,api
774,Bulger,white
775,McGonagle,white
776,Connolly’s,white
777,McGonagle,white
778,IV,white
779,Connolly,white
780,Saylor,white
781,McGonagle,white
782,McGonagle,white
783,McGonagle,white
784,Bulger,white
785,Connolly,white
786,McGonagle,white
787,Stephen,white
788,Flemmi,white
789,Bulger,white
790,Connolly,white
791,Flemmi,white
792,Bulger,white
793,McGonagle,white
794,Bulger,white
795,McGonagle,white
796,McGonagle,white
797,Mullens,white
798,Bulger,white
799,McConagle,white
800,Donald,white
801,McGonagle,white
802,Sr,white
803,Bulger,white
804,Saylor,white
805,McGonagle,white
806,Connolly,white
807,Bulger,white
808,Flemmi,white
809,Doe,white
810,Bond,white
811,Bella,hispanic
812,McCarthy,white
813,Bassil,white
814,McCarthy,white
815,Bassil,white
816,Bassil,white
817,Bella,hispanic
818,McCarthy,white
819,McCarthy,white
820,Bella,hispanic
821,Bassil,white
822,McCarthy,white
823,Deakin,white
824,McCarthy,white
825,Deakin,white
826,Bella,hispanic
827,Bond,white
828,McCarthy,white
829,Bond,white
830,Deakin,white
831,McCarthy,white
832,Deakin,white
833,Bella,hispanic
834,McCarthy,white
835,Deakin,white
836,McCarthy,white
837,Deakin,white
838,Doe,white
839,Deakin,white
840,Bond,white
841,McCarthy,white
842,McCarthy,white
843,Deakin,white
844,Deakin,white
845,Bella,hispanic
846,Amoroso,white
847,Bella,hispanic
848,Amoroso,white
849,McCarthy,white
850,Bella,hispanic
851,Doe,white
852,Bella,hispanic
853,Bassil,white
854,McCarthy,white
855,McCarthy,white
856,Bella,hispanic
857,Evans,white
858,Rice,white
859,Obama,api
860,Wallace,white
861,Swenson,white
862,Cullinane,white
863,nCullinane,white
864,Cullinane,white
865,DeLeo,white
866,DeLeo,white
867,Cullinane,white
868,Rosenberg,white
869,Guyton,white
870,Baker,white
871,Walsh,white
872,Gibbons,white
873,Buckley,white
874,Buckley,white
875,Rev,white
876,Brown,white
877,Brown,white
878,Rice,white
879,Daly,white
880,Daly,white
881,English,white
882,Teresa,hispanic
883,Bella,hispanic
884,Bella,hispanic
885,Teresa,hispanic
886,McGrory,white
887,’m,api
888,Bella,hispanic
889,Evans,white
890,Martinez,hispanic
891,’m,api
892,Folgert,white
893,McCarthy,white
894,Evans,white
895,Walsh,white
896,Walsh,white
897,Walsh,white
898,Walsh,white
899,Richard,white
900,Evans,white
901,Evans,white
902,Evans,white
903,Evans,white
904,Wu,api
905,Wu,api
906,’m,api
907,Kelly,white
908,Kelly,white
909,Curtatone,white
910,Ken,api
911,Kelly,white
912,Willis,white
913,Kelly,white
914,Willis,white
915,Kelly,white
916,Ken,api
917,Willis,white
918,Kelly,white
919,Kelly,white
920,Willis,white
921,Kelly,white
922,Willis,white
923,Kelly,white
924,Ken,api
925,Ken,api
926,Defay,white
927,E,api
928,Waxman,white
929,Defay,white
930,Waxman,white
931,Defay,white
932,’m,api
933,Defay,white
934,McCarthy,white
935,Defay,white
936,McCarthy,white
937,Defay,white
938,Waxman,white
939,Defay,white
940,Defay,white
941,xa0,white
942,Waxman,white
943,Defay,white
944,Waxman,white
945,Waxman,white
946,Waxman,white
947,Waxman,white
948,Defay,white
949,Ellison,white
950,Ellison,white
951,Politano,white
952,t“I,api
953,Politano,white
954,Andrea,hispanic
955,—,api
956,Fry,white
957,Fry,white
958,Fry,white
959,Fry,white
960,Lynch,white
961,Reinharz,white
962,Brisson,white
963,Fry,white
964,Daniels,white
965,xa0,white
966,Entin,white
967,Politano,white
968,’m,api
969,’m,api
970,Janet,white
971,Andrea,hispanic
972,Politano,white
973,McDermott,white
974,J,api
975,Rivitz,white
976,McDermott,white
977,McDermott,white
978,—,api
979,Lawler,white
980,McDermott,white
981,Lawler,white
982,Mike,white
983,Mike,white
984,Pojman,white
985,McDermott,white
986,Pojman,white
987,Pojman,white
988,Lawler,white
989,Pojman,white
990,McDermott,white
991,Lawler,white
992,Rivitz,white
993,McDermott,white
994,Mullane,white
995,Hall,white
996,Mullane,white
997,Kerry,white
998,Mullane,white
999,Hall,white
1000,Mullane,white
1001,Mike,white
1002,Paris,white
1003,Mullane,white
1004,Winstons,white
1005,MacDonald,white
1006,Winston,white
1007,MacDonald,white
1008,Mullane,white
1009,Febreze,white
1010,MacDonald,white
1011,Mullane,white
1012,Mulkern,white
1013,Florian,white
1014,Mullane,white
1015,Winstons,white
1016,Hall,white
1017,Mullane,white
1018,Brendan’s,white
1019,2016,api
1020,Kelly,white
1021,Mullane,white
1022,Mullane,white
1023,Mullane,white
1024,E,api
1025,Finn,white
1026,Mullane,white
1027,Hall,white
1028,Markey,white
1029,J,api
1030,Walsh,white
1031,Hassan,white
1032,A,api
1033,Schaitberger,white
1034,Mullane,white
1035,Janice,white
1036,Janice,white
1037,nShe,api
1038,Mullane,white
1039,Kelly,white
1040,Kelly,white
1041,Mullane,white
1042,BS,api
1043,Kelly,white
1044,Kelly,white
1045,Kelly,white
1046,Mullane,white
1047,William,white
1048,Waggett,white
1049,Mullane,white
1050,Neal,white
1051,William,white
1052,Mullane,white
1053,Mullane,white
1054,Mullane,white
1055,Mullane,white
1056,Kerry’s,white
1057,Kerry,white
1058,Warren,white
1059,Mullane,white
1060,Facebook,white
1061,Mullane,white
1062,Mike,white
1063,Mullane,white
1064,Malone,white
1065,Hall,white
1066,Jr,api
1067,Mullane,white
1068,Mullane,white
1069,Miner,white
1070,Hanson,white
1071,Diodati,white
1072,Malone,white
1073,Sean,white
1074,Mike,white
1075,Jake,white
1076,McClure,white
1077,’m,api
1078,McClure,white
1079,Sheehan,white
1080,—,api
1081,McClure,white
1082,’m,api
1083,McClure,white
1084,Sheehan,white
1085,—,api
1086,Mullane,white
1087,Hall,white
1088,Mullane,white
1089,Kerry,white
1090,Mullane,white
1091,Hall,white
1092,Mullane,white
1093,Mike,white
1094,Paris,white
1095,Mullane,white
1096,Winstons,white
1097,MacDonald,white
1098,Winston,white
1099,MacDonald,white
1100,Mullane,white
1101,Febreze,white
1102,MacDonald,white
1103,Mullane,white
1104,Mulkern,white
1105,Florian,white
1106,Mullane,white
1107,Winstons,white
1108,Hall,white
1109,Mullane,white
1110,Brendan’s,white
1111,2016,api
1112,Kelly,white
1113,Mullane,white
1114,Garvey,white
1115,Garvey,white
1116,Holmes,white
1117,Holmes,white
1118,Garvey,white
1119,Holmes,white
1120,Garvey,white
1121,Holmes,white
1122,Garvey,white
1123,Holmes,white
1124,Garvey,white
1125,Holmes,white
1126,Trinh,api
1127,Holmes,white
1128,Holmes,white
1129,Garvey,white
1130,Holmes,white
1131,Holmes,white
1132,Garvey,white
1133,Holmes,white
1134,Garvey,white
1135,Conley,white
1136,Garvey’s,white
1137,Wark,white
1138,Rossman,white
1139,Williams,white
1140,Holmes,white
1141,Holmes,white
1142,Holmes,white
1143,Rossman,white
1144,Holmes,white
1145,Garvey,white
1146,Williams,white
1147,Garvey,white
1148,Sullivan,white
1149,Sullivan,white
1150,Sullivan,white
1151,Garvey,white
1152,Holmes,white
1153,Sullivan,white
1154,Garvey,white
1155,Garvey,white
1156,Garvey,white
1157,McDermott,white
1158,J,api
1159,Rivitz,white
1160,McDermott,white
1161,McDermott,white
1162,—,api
1163,Lawler,white
1164,McDermott,white
1165,Lawler,white
1166,Mike,white
1167,Mike,white
1168,Pojman,white
1169,McDermott,white
1170,Pojman,white
1171,Pojman,white
1172,Lawler,white
1173,Pojman,white
1174,McDermott,white
1175,Lawler,white
1176,Rivitz,white
1177,McDermott,white
1178,Walsh,white
1179,Walsh,white
1180,Walsh’s,white
1181,Dillon,white
1182,Walsh,white
1183,’m,api
1184,Pangea,white
1185,Lakian,white
1186,Rosenberg,white
1187,Rosenberg,white
1188,Passage,white
1189,Rosenberg,white
1190,Baker,white
1191,Jayne,white
1192,Michael,white
1193,Jayne,white
1194,Clinton,white
1195,Michael,white
1196,Jayne,white
1197,Clinton,white
1198,Michael,white
1199,Jayne,white
1200,Baker,white
1201,Baker,white
1202,Baker,white
1203,Baker,white
1204,Baker,white
1205,Roache,white
1206,Flynn,white
1207,Massachusetts’,white
1208,—,api
1209,Shapiro,white
1210,Sauder,white
1211,Eggs,white
1212,Joe,white
1213,Shapiro,white
1214,Joe,white
1215,Augustine,white
1216,Lusk,white
1217,Lusk,white
1218,Pons’s,white
1219,Pons,white
1220,Pons,white
1221,Leonard,white
1222,Pons,white
1223,Pons,white
1224,Leonard,white
1225,Leonard,white
1226,t,api
1227,Alchemy,white
1228,Alchemy,white
1229,Pons,white
1230,Pons,white
1231,Pons,white
1232,—,api
1233,Pons,white
1234,Pons,white
1235,Basseches,white
1236,Leonard,white
1237,Ellington,white
1238,Leonard,white
1239,Muñequitos’,white
1240,Pujada,hispanic
1241,Leonard,white
1242,Alchemy,white
1243,Vega,hispanic
1244,Pons,white
1245,Pons,white
1246,Pons,white
1247,St,white
1248,Tesori,white
1249,Violet,hispanic
1250,Tesori,white
1251,Crawley,white
1252,Violet,hispanic
1253,Tesori,white
1254,Violet,hispanic
1255,Lortel,white
1256,Tesori,white
1257,Obie,white
1258,Tesori,white
1259,Violet,hispanic
1260,Tony,white
1261,Foster,white
1262,Violet’,white
1263,Brian,white
1264,Tesori,white
1265,Violet,hispanic
1266,Tesori,white
1267,Tesori,white
1268,Tesori,white
1269,Abaire,hispanic
1270,Tesori,white
1271,Caroline,white
1272,Kron,white
1273,Award,white
1274,Bechdel’s,white
1275,Violet,hispanic
1276,Monty,white
1277,Violet,hispanic
1278,Tesori,white
1279,Violet,hispanic
1280,Crawley,white
1281,Monty,white
1282,Tesori,white
1283,Daigneault,white
1284,Violet,hispanic
1285,Violet,hispanic
1286,Betts’s,white
1287,Tesori,white
1288,Oscar,white
1289,’d,api
1290,Violet,hispanic
1291,Tesori,white
1292,Jesus,white
1293,Tommy,white
1294,Crawley,white
1295,Violet,hispanic
1296,Hurston,white
1297,Violet,hispanic
1298,Tesori,white
1299,Tesori,white
1300,Tesori,white
1301,Alison,white
1302,Violet,hispanic
1303,Tyler,white
1304,Tyler,white
1305,T,api
1306,Jr,api
1307,Walsh,white
1308,Sweeney,white
1309,Sweeney,white
1310,Tyler,white
1311,Walsh,white
1312,Tyler,white
1313,Tyler,white
1314,Walsh,white
1315,Wu,api
1316,Wu,api
1317,Pressley,white
1318,George,white
1319,Campbell,white
1320,LaMattina,white
1321,LaMattina,white
1322,—,api
1323,Spieth,white
1324,Reed,white
1325,Reed,white
1326,Spieth,white
1327,Reed,white
1328,Reed,white
1329,Reed,white
1330,Reed,white
1331,nSpieth,white
1332,Snedeker,white
1333,B,api
1334,Holmes,white
1335,Lee,api
1336,Gomez,hispanic
1337,Day,white
1338,Spieth,white
1339,Johnson,white
1340,Johnson,white
1341,Kaufman,white
1342,Reed,white
1343,Nice,white
1344,Reed,white
1345,Zyl,white
1346,Championship,white
1347,Zyl’s,white
1348,Norris,white
1349,Kruger,white
1350,Horne,white
1351,Walters,white
1352,Sullivan,white
1353,McGuire,white
1354,McGuire,white
1355,McGuire,white
1356,Santos,hispanic
1357,McGuire,white
1358,Santos,hispanic
1359,Santana,hispanic
1360,McGuire,white
1361,—,api
1362,Ducklings,white
1363,McGuire,white
1364,Carson,white
1365,Carson,white
1366,Rubio,hispanic
1367,Rubio,hispanic
1368,Rubio,hispanic
1369,Trump,white
1370,Clinton,white
1371,Martin,white
1372,Sanders,white
1373,Ford,white
1374,Campos,hispanic
1375,Campos,hispanic
1376,Campos,hispanic
1377,Miller,white
1378,Falls,white
1379,Carson,white
1380,St,white
1381,St,white
1382,Ave,white
1383,St,white
1384,St,white
1385,’m,api
1386,Headley,white
1387,Stokinger,white
1388,Kurt,white
1389,Evans,white
1390,Stokinger,white
1391,Headley,white
1392,Headley,white
1393,Evans,white
1394,Stokinger,white
1395,Headley,white
1396,Headley,white
1397,Headley,white
1398,Kenneally,white
1399,Rose,white
1400,Stokinger,white
1401,Rose,white
1402,Rose,white
1403,Stokinger,white
1404,Stokinger,white
1405,Rose,white
1406,Stokinger,white
1407,Rose,white
1408,Rose,white
1409,Rose,white
1410,Stokinger,white
1411,Rose,white
1412,Headley,white
1413,Headley,white
1414,Hernandez,hispanic
1415,Locke,white
1416,F,api
1417,Conley,white
1418,Hernandez,hispanic
1419,Locke,white
1420,Jan,api
1421,Locke,white
1422,Locke,white
1423,Locke,white
1424,Hernandez,hispanic
1425,Hernandez,hispanic
1426,Hernandez,hispanic
1427,Abreu,hispanic
1428,Furtado,hispanic
1429,Hernandez,hispanic
1430,Hernandez,hispanic
1431,Hernandez,hispanic
1432,Abreu,hispanic
1433,Hernandez,hispanic
1434,Abreu,hispanic
1435,Hernandez,hispanic
1436,Hernandez,hispanic
1437,Abreu,hispanic
1438,Abreu,hispanic
1439,Haggan,white
1440,Hernandez,hispanic
1441,Bradley,white
1442,Hernandez,hispanic
1443,Bradley,white
1444,Hernandez,hispanic
1445,Hernandez,hispanic
1446,Lloyd,white
1447,Hernandez,hispanic
1448,Hernandez,hispanic
1449,Doff,white
1450,Erika,white
1451,Hike,white
1452,Veya,hispanic
1453,Coba,white
1454,—,api
1455,Rhodes,white
1456,Vincent,white
1457,Bequia,hispanic
1458,Mustique,hispanic
1459,Martin,white
1460,Raves,white
1461,Trini,white
1462,Kurma,api
1463,Manchego,hispanic
1464,Criollo,hispanic
1465,Periné,white
1466,Kidjo,white
1467,Aronson,white
1468,Aronson,white
1469,Hussain,api
1470,Southard,white
1471,Aronson,white
1472,Thokoza,white
1473,Evora,white
1474,Khan,api
1475,Tu,api
1476,Aronson,white
1477,Southard,white
1478,Maure,white
1479,Aronson,white
1480,Koubi,white
1481,Mehldau,white
1482,Mahanthappa,white
1483,Lloyd,white
1484,Aronson,white
1485,Weiler,white
1486,Beck,white
1487,Aronson,white
1488,D,api
1489,Aronson,white
1490,Aronson,white
1491,Lewis,white
1492,Lewis,white
1493,Winchester,white
1494,DeLeo,white
1495,Baker,white
1496,C,api
1497,Berry,white
1498,Borghesani,white
1499,Borghesani,white
1500,Keenan,white
1501,Forry,white
1502,Ross,white
1503,Welch,white
1504,Moore,white
1505,deMacedo,hispanic
1506,Rodrigues,hispanic
1507,Zimmer,white
1508,Koller,white
1509,Arteaga,hispanic
1510,Arteaga,hispanic
1511,Arteaga,hispanic
1512,Fernandez,hispanic
1513,Fernandez,hispanic
1514,Arteaga,hispanic
1515,Fernandez,hispanic
1516,Fernandez,hispanic
1517,Arteaga,hispanic
1518,van,api
1519,Araujo,hispanic
