,name,race
523,Milton,white
524,Joyce,white
525,Patrick,white
526,Milton,white
527,—,api
528,’m,api
529,Milton,white
530,Joyce,white
531,Patrick,white
532,Joyce,white
533,Swampscott,white
534,Baker,white
535,Havana,white
536,Hemingway,white
537,Zapata,hispanic
538,Abercrombie,white
539,Kent,white
540,Lewis,white
541,Buddha,api
542,Cruises,hispanic
543,—,api
544,—,api
545,Castle,white
546,travelers’,white
547,Gorillas,hispanic
548,Ezon,white
549,Patrick,white
550,Patrick,white
551,Schoolcraft,white
552,Patrick,white
553,Patrick,white
554,Patrick,white
555,Baker,white
556,Patrick,white
557,Baker,white
558,Walker,white
559,Patrick,white
560,Hamilton,white
561,Weld,white
562,Walker,white
563,’m,api
564,Patrick,white
565,Baker,white
566,Patrick,white
567,Kennedy,white
568,Kennedy,white
569,Amet,white
570,Amet,white
571,Patrick,white
572,Patrick,white
573,Mac,api
574,Jr,api
575,Conley,white
576,’m,api
577,Williams,white
578,Williams,white
579,Williams,white
580,Williams,white
581,Schoolcraft,white
582,Snyder,white
583,Coraccio,white
584,Wahlberg,white
585,Walsh,white
586,McGuire,white
587,McGuire,white
588,Walsh,white
589,Walsh,white
590,Scott,white
591,Scott,white
592,Scott,white
593,Walsh,white
594,Hernandez,hispanic
595,Lloyd,white
596,Hernandez,hispanic
597,Hernandez,hispanic
598,Jenkins,white
599,Hernandez,hispanic
600,Jenkins,white
601,Loyd,white
602,Lloyd,white
603,Hernandez,hispanic
604,Wallace,white
605,Ortiz,hispanic
606,Garsh,white
607,Phillip,white
608,Hernandez,hispanic
609,Hernandez,hispanic
610,Abreu,hispanic
611,MacDonald,white
612,MacDonald,white
613,MacDonald,white
614,Patrick,white
615,Diane,white
616,Patrick’s,white
617,Robbin,white
618,Inc,white
619,Robbin,white
620,Patrick,white
621,Patrick,white
622,Patrick,white
623,Doe,white
624,Patrick,white
625,Patrick,white
626,—,api
627,Patrick,white
628,Patrick,white
629,Patrick,white
630,Patrick,white
631,Jackson,black
632,Patrick,white
633,Patrick’s,white
634,Baker,white
635,Patrick,white
636,Patrick,white
637,Kroll,white
638,Patrick,white
639,Diane,white
640,Patrick’s,white
641,Patrick,white
642,—,api
643,Patrick,white
644,Patrick,white
645,Doe,white
646,Matthew,white
647,Cahill,white
648,Walsh,white
649,Cahill,white
650,Nickerson,white
651,Schuler,white
652,Walsh,white
653,Nickerson,white
654,Schuler,white
655,Miller,white
656,Nickerson,white
657,Nickerson,white
658,Nickerson,white
659,Nickerson,white
660,Nickerson,white
661,Nickerson,white
662,Nickerson,white
663,Nickerson,white
664,Nickerson,white
665,’m,api
666,Conley,white
667,Conley,white
668,Conley,white
669,Conley,white
670,Conley,white
671,—,api
672,Merner,white
673,Conley,white
674,Conley,white
675,Nolan,white
676,Smith,white
677,Hall,white
678,Smith,white
679,Conley,white
680,xa0,white
681,Merner,white
682,—,api
683,Conley,white
684,Conley,white
685,Smith,white
686,Nolan,white
687,Adams,white
688,—,api
689,Amistad,white
690,Adams,white
691,Kaplan’s,white
692,Adams,white
693,Levin’s,white
694,Adams,white
695,Monroe’s,white
696,Adams,white
697,Levin,white
698,Adams,white
699,Jefferson,white
700,Franklin,white
701,Adams,white
702,Edith,white
703,Woodrow,white
704,Levin,white
705,Adams,white
706,Levin,white
707,Louisa,white
708,Louisa,white
709,Levin,white
710,Adams,white
711,Adams,white
712,Levin,white
713,Adams,white
714,Adams,white
715,Dana,white
716,Adams,white
717,Adams,white
718,Adams,white
719,Napoleon,hispanic
720,Levin,white
721,Brooke,white
722,Hughes,white
723,Brooke,white
724,Adams,white
725,Webster,white
726,Kennedy,white
727,Brooke,white
728,L,api
729,Patrick,white
730,first’,white
731,Diane,white
732,Brooke,white
733,Braun,white
734,Obama,api
735,W,api
736,Cowan,white
737,Kerry,white
738,Scott,white
739,Booker,white
740,Brooke,white
741,Bellotti,white
742,Brooke,white
743,Romney,white
744,’68,api
745,Romney,white
746,Romney,white
747,Romney,white
748,Nixon,white
749,Brooke,white
750,Brooke,white
751,Brooke,white
752,Medal,hispanic
753,Parks,white
754,Brooke,white
755,Line,white
756,Brooke,white
757,Saltonstall,white
758,Brooke,white
759,Kennedy,white
760,Hicks,white
761,Brooke,white
762,Brooke,white
763,Negro,hispanic
764,Baldwin,white
765,Brooke,white
766,Brooke,white
767,Percy,white
768,Hatfield,white
769,Lindsay,white
770,Goldwater’s,white
771,—,api
772,Reagan,white
773,Reagan,white
774,Brooke,white
775,Reagan,white
776,Thurmond,white
777,Brooke,white
778,Brooke,white
779,Remigia,white
780,Taylor,white
781,Walters,white
782,Brooke,white
783,Brooke,white
784,Brooke,white
785,Brooke,white
786,Brooke,white
787,Tsongas,white
788,Brooke,white
789,Brooke,white
790,Droney,white
791,Nixon,white
792,Brooke,white
793,III,api
794,W,api
795,Jr,api
796,Seldon,white
797,Brookes,white
798,Brooke,white
799,Brooke,white
800,Scacco,white
801,Brooke,white
802,Howard,white
803,Brooke,white
804,Brooke,white
805,Amvets,white
806,Brooke,white
807,White,white
808,Kennedy,white
809,Brooke,white
810,A,api
811,Brooke,white
812,Richardson,white
813,Brooke,white
814,God,api
815,Kennedy,white
816,Brooke,white
817,Brooke,white
818,Clean,white
819,Brooke,white
820,Brooke,white
821,Brooke,white
822,Mondale,white
823,Amendment,white
824,Brooke,white
825,Nixon,white
826,Haynsworth,white
827,Carswell,white
828,Nixon,white
829,Lees,white
830,Brooke,white
831,Brooke,white
832,Reagan,white
833,Brooke,white
834,Fleming,white
835,Brooke,white
836,Merrimac,white
837,Brooke,white
838,Me,api
839,Brooke,white
840,Brooke,white
841,Obama,api
842,Remi,white
843,IV,white
844,Brooke,white
845,St,white
846,Coakley,white
847,Harvey,white
848,Harvey,white
849,Coakley,white
850,Harvey,white
851,Harvey,white
852,Coakley,white
853,Coakley,white
854,Fox,white
855,DuVernay,white
856,DuVernay,white
857,Selma,hispanic
858,Jr,api
859,Oyelowo,white
860,Winfrey,white
861,Wilkinson,white
862,Ejogo,white
863,Selma,hispanic
864,Middle,white
865,DuVernay,white
866,Oyelowo,white
867,’d,api
868,DuVernay,white
869,Middle,white
870,Selma,hispanic
871,DuVernay,white
872,Daniels,white
873,Simmons,white
874,DuVernay,white
875,Simmons,white
876,’,api
877,Selma,hispanic
878,DuVernay,white
879,Webb,white
880,DuVernay,white
881,Nash,white
882,Thompson,white
883,Cooper,white
884,Winfrey,white
885,Boynton,white
886,Toussaint,white
887,’,api
888,DuVernay,white
889,Johnson,white
890,A,api
891,Jr,api
892,LBJ,api
893,DuVernay,white
894,Oscar,white
895,Oscar,white
896,DuVernay,white
897,Selma,hispanic
898,Oyelowo,white
899,Selma,hispanic
900,DuVernay,white
901,Compton,white
902,DuVernay,white
903,Selma,hispanic
904,Webb,white
905,Webb,white
906,Oprah,white
907,DuVernay,white
908,Selma,hispanic
909,Winfrey,white
910,Winfrey,white
911,Oscars,white
912,Liu,api
913,Szymanski,white
914,Szymanski,white
915,Liu,api
916,Lydon,white
917,Lydon,white
918,Liu,api
919,Ramos,hispanic
920,Liu,api
921,McGuire,white
922,Liu,api
923,Lydon,white
924,Warnick,white
925,Lydon,white
926,Liu,api
927,’,api
928,Lydon,white
929,Szymanski,white
930,Szymanski,white
931,Liu,api
932,Ramos,hispanic
933,Brinsley,white
934,Brinsley,white
935,Garner,white
936,Brown,white
937,Mo,api
938,Blasio,hispanic
939,Ramos,hispanic
940,Blasio’s,white
941,Blasio,hispanic
942,Blasio,hispanic
943,Szymanski,white
944,Blasio’s,white
945,P,api
946,Liu,api
947,Ramos,hispanic
948,Alben,white
949,Brown,white
950,Brown,white
951,Brown,white
952,Brown,white
953,Brown,white
954,Stuart,white
955,Brown,white
956,Brown,white
957,’m,api
958,KG,api
959,Brown,white
960,Brown,white
961,—,api
962,Allen,white
963,Rondo,hispanic
964,Brown,white
965,Lenny,white
966,Reggie,white
967,Brown,white
968,Brown,white
969,Brown,white
970,Brown,white
971,Brown,white
972,Boy,white
973,Brown,white
974,’,api
975,Wright,white
976,Wright,white
977,Wright,white
978,Wright,white
979,Wright,white
980,Wright,white
981,’m,api
982,’m,api
983,Wright,white
984,’m,api
985,Wright,white
986,’m,api
987,Wright,white
988,Frye,white
989,Frye,white
990,Frye,white
991,James,white
992,Frye,white
993,Frye,white
994,Frye,white
995,’m,api
996,Dalembert,white
997,Dalembert,white
998,xa0,white
999,Martinez,hispanic
1000,Pedro,hispanic
1001,Silverman,white
1002,Pedro,hispanic
1003,Kerrigan,white
1004,Rondo,hispanic
1005,Rondo,hispanic
1006,Clemens,white
1007,Ramirez,hispanic
1008,Rivera,hispanic
1009,Brady’s,white
1010,House,white
1011,Aaron,white
1012,House,white
1013,Moret,hispanic
1014,Moret,hispanic
1015,Valentine’s,white
1016,Dedes,white
1017,Wilcots,white
1018,Belichick,white
1019,Revis’s,white
1020,Blount’s,white
1021,Mara,white
1022,’m,api
1023,E,api
1024,Garsh,white
1025,Hernandez,hispanic
1026,Sherman,white
1027,Ainge,white
1028,Knoll,white
1029,Fraser,white
1030,Calipari’s,white
1031,Bradley,white
1032,Belichick’s,white
1033,Parcells,white
1034,Titus,white
1035,Titus,white
1036,Titus,white
1037,Patrick,white
1038,Patrick,white
1039,Patrick,white
1040,Patrick,white
1041,Linsky,white
1042,Patrick,white
1043,—,api
1044,Patrick,white
1045,Patrick,white
1046,Obama,api
1047,Patrick,white
1048,Patrick,white
1049,O’Connell,white
1050,Patrick,white
1051,Patrick,white
1052,—,api
1053,Patrick,white
1054,Patrick,white
1055,Clinton,white
1056,Romney,white
1057,Patrick,white
1058,Solomon,white
1059,Patrick,white
1060,Patrick,white
1061,Solomon,white
1062,Patrick,white
1063,Patrick,white
1064,Sciortino,white
1065,Patrick,white
1066,Patrick,white
1067,Sciortino,white
1068,xa0,white
1069,Patrick,white
1070,Patrick,white
1071,Patrick,white
1072,Patrick,white
1073,Patrick’s,white
1074,Patrick,white
1075,Walker,white
1076,unions’,white
1077,Patrick,white
1078,Patrick,white
1079,Gonzalez,hispanic
1080,Patrick,white
1081,members’,white
1082,Bigby,white
1083,Burke,white
1084,Dan,api
1085,u2009”Patrick,white
1086,Emily,white
1087,F,api
1088,DeLeo,white
1089,DeLeo,white
1090,Patrick,white
1091,Aloisi,white
1092,Patrick,white
1093,Patrick,white
1094,Patrick,white
1095,Patrick,white
1096,Patrick,white
1097,Patrick,white
1098,Murray,white
1099,Wu,api
1100,Patrick,white
1101,Wu,api
1102,Murray,white
1103,Murray,white
1104,DeLeo,white
1105,Murray,white
1106,Patrick,white
1107,Murray,white
1108,Patrick,white
1109,’m,api
1110,Patrick,white
1111,Linsky,white
1112,Patrick,white
1113,Linsky,white
1114,—,api
1115,Kulik,white
1116,DeLeo,white
1117,DeLeo,white
1118,Patrick,white
1119,Kaufman,white
1120,Patrick,white
1121,Patrick,white
1122,Kaufman,white
1123,Kaufman,white
1124,Patrick,white
1125,Patrick,white
1126,Kaufman,white
1127,Patrick,white
1128,Patrick,white
1129,Kaufman,white
1130,Patrick,white
1131,Kaufman,white
1132,Kaufman,white
1133,Kaufman,white
1134,Patrick,white
1135,Patrick,white
1136,Obama,api
1137,Linsky,white
1138,Patrick,white
1139,Oliver,white
1140,Patrick,white
1141,Linsky,white
1142,Patrick,white
1143,Patrick,white
1144,’m,api
1145,’m,api
1146,Oliver,white
1147,Patrick,white
1148,Rutter,white
1149,Boxborough,white
1150,Patrick,white
1151,Patrick,white
1152,Patrick,white
1153,Obama,api
1154,Holder,white
1155,Obama,api
1156,Biden,white
1157,Romney,white
1158,Inskeep,white
1159,Ferguson,white
1160,Garner,white
1161,Inskeep,white
1162,Inskeep,white
1163,Obama,api
1164,xa0,white
1165,Kerry,white
1166,Obama,api
1167,Kerry,white
1168,Gore’s,white
1169,Clinton’s,white
1170,Dukakis’s,white
1171,Mondale’s,white
1172,Carter’s,white
1173,—,api
1174,Riley,white
1175,Riley,white
1176,Obama,api
1177,Crow,white
1178,Brooke,white
1179,Brooke,white
1180,Brooke,white
1181,Obama,api
1182,Adams,white
1183,Webster,white
1184,Kennedy,white
1185,Brooke,white
1186,Patrick,white
1187,first’,white
1188,Baker,white
1189,Brooke,white
1190,Brooke,white
1191,Braun,white
1192,Obama,api
1193,W,api
1194,Cowan,white
1195,Kerry,white
1196,Scott,white
1197,Booker,white
1198,Brooke,white
1199,Bellotti,white
1200,Brooke,white
1201,Romney,white
1202,’68,api
1203,Romney,white
1204,Romney,white
1205,Romney,white
1206,Nixon,white
1207,Brooke,white
1208,Brooke,white
1209,Brooke,white
1210,Medal,hispanic
1211,Brooke’s,white
1212,Line,white
1213,Brooke,white
1214,Saltonstall,white
1215,Brooke,white
1216,Kennedy,white
1217,Hicks,white
1218,Walsh,white
1219,Brooke,white
1220,Brooke,white
1221,Negro,hispanic
1222,Baldwin,white
1223,Brooke,white
1224,Brooke,white
1225,Percy,white
1226,Hatfield,white
1227,Lindsay,white
1228,Goldwater’s,white
1229,—,api
1230,Reagan,white
1231,Reagan,white
1232,Brooke,white
1233,Reagan,white
1234,Thurmond,white
1235,Brooke,white
1236,Brooke,white
1237,Sen,api
1238,Upstaged,white
1239,Brooke’s,white
1240,Remigia,white
1241,Taylor,white
1242,Walters,white
1243,Brooke,white
1244,Brooke,white
1245,Brooke,white
1246,Brooke,white
1247,Tsongas,white
1248,Brooke,white
1249,Brooke,white
1250,Droney,white
1251,Nixon,white
1252,Brooke,white
1253,III,api
1254,W,api
1255,Jr,api
1256,Seldon,white
1257,Brookes,white
1258,Brooke,white
1259,Brooke,white
1260,Scacco,white
1261,Brooke,white
1262,Howard,white
1263,Brooke,white
1264,Kerry,white
1265,Brooke,white
1266,Brooke,white
1267,Brooke,white
1268,Amvets,white
1269,Brooke,white
1270,White,white
1271,Kennedy,white
1272,Brooke,white
1273,A,api
1274,Brooke,white
1275,Richardson,white
1276,Brooke,white
1277,God,api
1278,Kennedy,white
1279,Brooke,white
1280,Brooke,white
1281,Clean,white
1282,Brooke,white
1283,Brooke,white
1284,Brooke,white
1285,Mondale,white
1286,Brooke,white
1287,Nixon,white
1288,Haynsworth,white
1289,Carswell,white
1290,Nixon,white
1291,Lees,white
1292,Brooke,white
1293,Brooke,white
1294,Reagan,white
1295,Brooke,white
1296,McConnell,white
1297,Hughes,white
1298,Brooke,white
1299,Tsongas,white
1300,Paul,white
1301,Brooke,white
1302,Brooke,white
1303,Fleming,white
1304,Brooke,white
1305,Merrimac,white
1306,Me,api
1307,Brooke,white
1308,nA,api
1309,Brooke,white
1310,Goldstone,white
1311,IV,white
1312,Laflamme,white
1313,Brooke,white
1314,Amos,white
1315,Kingsdale,white
1316,Retalic,white
1317,Margules,hispanic
1318,Fuccione,white
1319,Retalic,white
1320,Pokaski,white
1321,Pokaski,white
1322,St,white
1323,Wingard,white
1324,Patrick,white
1325,Wingard,white
1326,Patrick,white
1327,Patrick,white
1328,Baker,white
1329,Knox,white
1330,Patrick,white
1331,Curran,white
1332,Curran,white
1333,Asbury,white
1334,Patrick,white
1335,Clinton’s,white
1336,Patrick,white
1337,Patrick,white
1338,Weld,white
1339,Menino,hispanic
1340,M,api
1341,Warren,white
1342,Patrick,white
1343,Patrick,white
1344,Patrick,white
1345,Walsh,white
1346,Buckley,white
1347,Patrick,white
1348,Buckley,white
1349,Jackson,black
1350,Patrick,white
1351,Warren,white
1352,L,api
1353,II,api
1354,2013,api
1355,Baker,white
1356,Walker,white
1357,Ron,api
1358,Baker,white
1359,nBaker,white
1360,Walker,white
1361,RoxComp,white
1362,Walker,white
1363,Baker,white
1364,Buckley,white
1365,Walker,white
1366,Coakley,white
1367,Walker,white
1368,Ron,api
1369,Ron,api
1370,Baker,white
1371,Crawford,white
1372,Shukla,white
1373,Buckley,white
1374,Attucks,white
1375,Street‘s,white
1376,—,api
1377,B,api
1378,Reiling,white
1379,Crawford,white
1380,Walker,white
1381,Feaster,white
1382,Point,white
1383,Motley,white
1384,Cotellessa,white
1385,nWhen,white
1386,Bowen,white
1387,Princeton,white
1388,Bowen,white
1389,Macoska,white
1390,xa0,white
1391,Macoska,white
1392,Macoska,white
1393,’m,api
1394,Doherty,white
1395,Doherty,white
1396,Doherty,white
1397,Doherty,white
1398,’m,api
1399,Doherty,white
1400,Doherty,white
1401,Doherty,white
1402,Doherty,white
1403,Doherty,white
1404,Doherty,white
1405,nUber,white
1406,Doherty,white
1407,Massachusetts’,white
1408,Patrick,white
1409,Patrick,white
1410,Massachusetts’,white
1411,Lawrence,white
1412,Lawrence,white
1413,Baker,white
1414,Patrick,white
1415,Brooke,white
1416,Brooke,white
1417,Brooke,white
1418,Brooke,white
1419,Brooke,white
1420,Crane,white
1421,Brooke,white
1422,Brooke,white
1423,Obama,api
1424,Patrick,white
1425,Brooke,white
1426,Brooke,white
1427,Brooke,white
1428,Brooke,white
1429,Brooke,white
1430,xa0,white
1431,Patrick,white
1432,xa0,white
1433,Patrick,white
1434,Patrick,white
1435,N,api
1436,Ames,white
1437,Willett,white
1438,Ames,white
1439,Willett,white
1440,Ames,white
1441,R,api
1442,Jurutka,white
1443,Jurutka,white
1444,Haussler,white
1445,Mark,white
1446,Haussler,white
1447,Sun,api
1448,Willett,white
1449,Willett,white
1450,Willett,white
1451,Patrick,white
1452,Clapton,white
1453,Beck,white
1454,Rodgers,white
1455,Edwards,white
1456,Madonna,white
1457,Bowie,white
1458,Jagger’s,white
1459,Edwards,white
1460,Sledge,white
1461,Ross,white
1462,Rodgers,white
1463,Wilson,white
1464,Jr,api
1465,Grammys,white
1466,Gaga’s,white
1467,Rodgers,white
1468,Rodgers,white
1469,Edwards,white
1470,Yowsah,white
1471,Yowsah,white
1472,Disco,white
1473,Gaynor,white
1474,Disco,white
1475,Stewart,white
1476,McCartney,white
1477,Rodgers,white
1478,Chic,api
1479,Rodgers,white
1480,Doherty,white
1481,Doherty,white
1482,Doherty,white
1483,Doherty,white
1484,’m,api
1485,Doherty,white
1486,Doherty,white
1487,Doherty,white
1488,Doherty,white
1489,Doherty,white
1490,Doherty,white
1491,nUber,white
1492,Doherty,white
1493,Obama,api
1494,Holder,white
1495,Obama,api
1496,Biden,white
1497,Romney,white
1498,Inskeep,white
1499,Ferguson,white
1500,Garner,white
1501,Inskeep,white
1502,Inskeep,white
1503,Obama,api
1504,xa0,white
1505,Kerry,white
1506,Obama,api
1507,Kerry,white
