,term,weight
2656,meng,0.008942127040940178
4267,dun,0.008653671329942108
698,tamerlan,0.00673858043924001
4559,danny,0.005899137624773499
4253,dzhokhar,0.0033420164015050906
436,tsarnaev,0.0029881558413457276
1351,scapicchio,0.0020891065332966593
175,watertown,0.0019040988057378806
5710,aldrich,0.0016345823623223983
2646,mercedes,0.0015161805988290022
2384,nmay,0.001268212678864296
2669,mellin,0.001153822843992281
2954,laurel,0.0011526105011291912
3957,fbi,0.0009749230743798063
5155,busch,0.0009615190366602343
4848,collier,0.0009546322288923348
1434,roommate,0.0009471771530748188
2880,linskey,0.0009364960321674679
4414,difava,0.0008653671329942107
5716,alben,0.0008644578758468935
4425,dexter,0.0008644578758468935
745,suv,0.0007984930475674984
1285,sedan,0.000792419719526319
4435,deveau,0.0007692152293281874
3969,farrell,0.0007431457087086165
2362,noodles,0.0007431457087086165
4337,donohue,0.0007203815632057446
1963,police,0.0007191300849174985
1797,pugliese,0.000691752370289616
4278,drumgold,0.000691752370289616
4262,dupuis,0.000691752370289616
1487,ribeiro,0.000660573963296548
5348,benz,0.000660573963296548
2650,menton,0.000660573963296548
3071,junk,0.00064834340688517
205,wallet,0.0006343158736315591
5211,brighton,0.0006135799419626203
716,tactical,0.0005982171493104119
5295,boat,0.0005858630172699809
1387,said,0.000585443814070177
2987,lamb,0.0005769114219961406
5072,caruso,0.0005769114219961406
3464,henneberry,0.00057646030857468
2769,mala,0.00057646030857468
2792,maclellan,0.00057646030857468
5679,amador,0.00057646030857468
5513,attar,0.00057646030857468
2063,perplexed,0.00057646030857468
2451,ndzhokhar,0.00057646030857468
2757,mandarin,0.0005763052505645956
374,undergraduates,0.0005763052505645956
4826,command,0.0005504497602478972
3167,investigators,0.0005220916080249028
751,suspects,0.0005220916080249028
2121,passenger,0.0005155594551975833
5274,bombs,0.0005111319202301903
742,swat,0.0005053935329430007
5519,atm,0.0005042670942440212
1365,saudi,0.0005042670942440212
3221,inspectors,0.0004985142910920099
5277,bombers,0.0004985142910920099
3223,inspections,0.0004985142910920099
3406,honda,0.0004985142910920099
5196,brothers,0.000496802271383671
2753,manhunt,0.0004954304724724111
689,tarp,0.0004954304724724111
4265,dunne,0.0004954304724724111
4973,chinese,0.0004847907596495956
5564,arsenal,0.00048075951833011715
3047,kerman,0.000461168246859744
3055,kehayias,0.000461168246859744
996,speedway,0.000461168246859744
634,text,0.0004578579396690625
2516,muslims,0.00044866286198280887
341,units,0.00044540893296467053
1504,retrieved,0.0004440211115420914
1951,popped,0.0004440211115420914
989,spicy,0.0004429142931424331
2983,landlords,0.0004309251196885294
2279,officer,0.00042388576887496856
554,told,0.0004156439940348845
4452,deslauriers,0.00041285872706034254
4545,davis,0.0004039922997079963
1488,reynolds,0.00039862286382818976
1539,resilience,0.00039862286382818976
2278,officers,0.00038781038428986484
2743,marathon,0.00038527112634862207
3502,hauls,0.0003846076146640937
4047,expedition,0.0003846076146640937
5282,bolted,0.00038058952417893547
2593,mit,0.0003749523310527878
958,spruce,0.0003601907816028723
5051,cd,0.0003601907816028723
997,sped,0.0003601907816028723
5047,celebrates,0.0003601907816028723
3570,gun,0.00035673252439687224
5120,campbell,0.00035433143451394646
3630,gps,0.00035433143451394646
4661,courtroom,0.00035433143451394646
5315,bleeding,0.00035433143451394646
2226,ordinance,0.00035433143451394646
5245,boyfriend,0.0003538605601593625
5154,buses,0.00035151781036198853
1568,replied,0.00035012665974693013
5186,bucks,0.0003489600037644069
4291,driveway,0.0003489600037644069
2619,millie,0.000345876185144808
3704,garmin,0.000345876185144808
2690,mdm,0.000345876185144808
5024,chaney,0.000345876185144808
3291,improvisers,0.000345876185144808
2555,moskowitz,0.000345876185144808
353,unfasten,0.000345876185144808
4566,dang,0.000345876185144808
287,veer,0.000345876185144808
1535,resourceful,0.000345876185144808
3934,fema,0.000345876185144808
2742,marathoners,0.000345876185144808
3357,hurl,0.000345876185144808
2588,ml350,0.000345876185144808
275,vercollone,0.000345876185144808
3330,ieds,0.000345876185144808
3613,grassa,0.000345876185144808
5189,bu,0.0003378239816631724
3214,instant,0.00033692902196200055
3703,garrity,0.00033692902196200055
5136,cakes,0.00033692902196200055
289,vasil,0.000330286981648274
2691,mcquaid,0.000330286981648274
333,unlocked,0.000330286981648274
5591,arabia,0.000330286981648274
1914,pratt,0.000330286981648274
605,thought,0.00032467846126593334
5308,blood,0.0003228429115007097
5318,blasts,0.00031715793681577956
435,tsarnaevs,0.00031715793681577956
5086,carjacking,0.00031715793681577956
3453,hiding,0.00031004000519970317
5442,bakery,0.000307112710602884
5275,bombings,0.000307112710602884
4614,cruiser,0.00029910857465520593
820,stupid,0.00029910857465520593
2751,manny,0.00029910857465520593
5280,bomb,0.000296261019785864
2576,moment,0.0002892778252843949
5197,brother,0.0002886030766808296
1154,sighed,0.0002884557109980703
1767,quartet,0.0002884557109980703
185,warriors,0.0002884557109980703
4332,doritos,0.0002884557109980703
2052,pharoah,0.0002884557109980703
2603,misinterpreted,0.0002884557109980703
2585,mobil,0.0002884557109980703
4538,daytona,0.0002884557109980703
1401,ruse,0.0002884557109980703
5233,brazenly,0.0002884557109980703
5521,atf,0.0002884557109980703
447,troupe,0.0002884557109980703
2782,maimed,0.0002884557109980703
3045,kevlar,0.0002884557109980703
4257,dutifully,0.0002884557109980703
5329,binoculars,0.0002884557109980703
495,transdev,0.0002884557109980703
4690,cornered,0.0002884557109980703
4037,exploit,0.0002884557109980703
4603,cumin,0.0002884557109980703
4385,disasters,0.0002881526252822978
2529,mulligan,0.0002881526252822978
1478,riddled,0.0002881526252822978
2701,mattresses,0.0002881526252822978
2866,liu,0.0002881526252822978
4757,congratulated,0.0002881526252822978
1209,shell,0.0002812142482895909
3413,homemade,0.00028077418496833375
2215,orleans,0.00028077418496833375
4345,dogs,0.0002785494498228018
5118,campus,0.00027770671227301917
1582,rental,0.0002764014395425956
5104,capture,0.0002752248801239486
3035,kill,0.0002740978049013357
4984,chief,0.0002705653843882778
4032,explosions,0.0002657485758854599
5241,brady,0.0002657485758854599
5594,approached,0.00026230986559432664
5097,card,0.00026230986559432664
5276,bombing,0.00025777972759879163
2037,photos,0.00025777972759879163
2111,patrick,0.000256847417565748
2519,music,0.0002545644862502676
1173,shrapnel,0.00025372634945262365
5328,birds,0.00025372634945262365
1430,rosemary,0.00025372634945262365
1794,pulled,0.00025252769209572595
3228,inspect,0.00024925714554600495
4845,colonel,0.00024925714554600495
747,suspicious,0.00024925714554600495
4031,explosive,0.00024925714554600495
5319,blast,0.00024925714554600495
5552,asked,0.0002490730332294257
3832,floyd,0.00024771523623620553
3267,indelible,0.00024771523623620553
2252,onuoha,0.00024771523623620553
2407,nicknames,0.00024771523623620553
136,westin,0.00024771523623620553
2645,mesmerizing,0.00024771523623620553
434,tsunami,0.00024771523623620553
643,terrifying,0.00024771523623620553
527,towels,0.00024771523623620553
3550,halting,0.00024771523623620553
1404,runners,0.00024569016848230717
130,wheel,0.00024569016848230717
3565,guns,0.00024569016848230717
4697,cop,0.00024569016848230717
2080,percent,0.00024410837744905916
549,tonight,0.00024373076859495157
15,younger,0.00024257811658987314
3319,images,0.0002421321836255323
2899,lights,0.0002421321836255323
2523,murder,0.0002343452069079924
2832,lorenz,0.000230584123429872
3185,internally,0.000230584123429872
3036,kieff,0.000230584123429872
2155,panos,0.000230584123429872
2804,lumbering,0.000230584123429872
386,unbuckled,0.000230584123429872
2082,peppercorns,0.000230584123429872
2977,lapped,0.000230584123429872
3121,jeddah,0.000230584123429872
2806,luggage,0.000230584123429872
3124,jca,0.000230584123429872
3059,keeler,0.000230584123429872
2988,lakeview,0.000230584123429872
2483,nascar,0.000230584123429872
5271,booby,0.000230584123429872
1377,sapers,0.000230584123429872
4962,chortle,0.000230584123429872
1578,repairmen,0.000230584123429872
114,wilbur,0.000230584123429872
1537,resolutions,0.000230584123429872
4750,conner,0.000230584123429872
1413,ruan,0.000230584123429872
4635,crickets,0.000230584123429872
3571,gumshoe,0.000230584123429872
918,stavas,0.000230584123429872
