,term,weight
297,ferry,0.01668034913054098
211,marina,0.013564944919955992
77,squantum,0.012957035961550067
382,artery,0.007236583808501345
82,sottile,0.007236583808501345
90,sisk,0.007236583808501345
42,u2003,0.005182814384620027
158,passive,0.005182814384620027
22,walkers,0.004521648306651998
26,visitors,0.004412772322790142
269,harris,0.003855333725280885
129,quimby,0.0036182919042506726
181,npatricia,0.0036182919042506726
176,nwalter,0.0036182919042506726
333,davidoff,0.0036182919042506726
404,abbate,0.0036182919042506726
38,unimproved,0.0036182919042506726
41,u2007friends,0.0036182919042506726
182,npat,0.0036182919042506726
106,schuler,0.0036182919042506726
378,aviatrix,0.0036182919042506726
64,taft,0.0036182919042506726
392,airfields,0.0036182919042506726
179,nsally,0.0036182919042506726
184,nlighthouses,0.0036182919042506726
191,ngrete,0.0036182919042506726
265,heffernan,0.0036182919042506726
185,nlenny,0.0036182919042506726
391,alberts,0.0036182919042506726
186,nkeeper,0.0036182919042506726
198,naval,0.0035246935314780336
298,fee,0.0033810065686969656
123,recreation,0.003166251961681035
329,delightful,0.003017602855201541
393,airfield,0.003017602855201541
180,npeter,0.003017602855201541
113,rowes,0.003017602855201541
244,improvements,0.002941848215193428
85,snowman,0.0025914071923100134
39,underused,0.0025914071923100134
365,canoe,0.0025914071923100134
336,cruises,0.0025914071923100134
225,lighthouses,0.0025914071923100134
236,kitty,0.0025914071923100134
348,congregate,0.0025914071923100134
128,quincy,0.0025420106758976212
9,wharf,0.002467878882770678
157,pathways,0.002260824153325999
79,spectacle,0.002260824153325999
150,pier,0.002260824153325999
95,shoreline,0.002260824153325999
201,nashua,0.002260824153325999
144,plunged,0.002260824153325999
385,apron,0.002260824153325999
213,manned,0.002260824153325999
130,purely,0.002260824153325999
189,nicer,0.002260824153325999
330,decry,0.002260824153325999
51,tract,0.002260824153325999
380,attract,0.002185478350017123
305,entice,0.001990718143260881
240,initiated,0.001990718143260881
232,lap,0.001990718143260881
366,budgeted,0.001990718143260881
75,staging,0.001990718143260881
307,enamored,0.001990718143260881
337,cruise,0.001990718143260881
148,pilots,0.001990718143260881
5,winthrop,0.0019276668626404426
159,passengers,0.0018997511770086207
345,conservation,0.0018997511770086207
271,harbor,0.0017912940555433105
98,shea,0.0017623467657390168
40,undertaken,0.0017623467657390168
250,idyllic,0.0017623467657390168
203,motorists,0.0017623467657390168
165,outdoors,0.0017623467657390168
270,harriet,0.0017623467657390168
403,access,0.001698268771224082
161,parking,0.001698268771224082
238,islands,0.0016905032843484828
376,bay,0.0016564378355574355
266,healy,0.0015645224803693535
114,roosevelt,0.0015645224803693535
156,paved,0.0015645224803693535
164,outlet,0.0015645224803693535
369,boasted,0.0015645224803693535
301,exceptional,0.0015645224803693535
18,ward,0.0015645224803693535
140,portsmouth,0.0015645224803693535
86,skyline,0.0015645224803693535
257,housed,0.0015645224803693535
72,stays,0.0015645224803693535
15,waterfront,0.001470924107596714
253,hull,0.0013900290942117483
308,enabled,0.0013900290942117483
