,term,weight
1469,spectra,0.003028885772555774
221,wehner,0.0029290323954385506
2955,pipeline,0.0027073583249465874
4399,latin,0.002699423773327735
3410,obie,0.002669879033751765
5960,exam,0.0024063988397372785
3112,pateras,0.0014645161977192753
2592,punter,0.0013324202418780824
6765,culleton,0.00119824052540668
2096,robbins,0.001165867711643322
1821,senatore,0.0011649560663676054
5664,flipping,0.0011438455217126072
3169,paratransit,0.0011103502015650686
1917,school,0.0010352072119951738
2564,quarry,0.0009993151814085618
7063,compressor,0.0009985337711722333
1235,students,0.0009790078549542305
1913,schools,0.0009347328899372102
6715,darcy,0.000888280161252055
5411,giordano,0.0008327626511738014
1612,skerritt,0.0008321114759768611
403,verizon,0.0007945656546302335
5466,gas,0.0007644984621203861
7885,belle,0.0007322580988596377
4649,isle,0.0007322580988596377
8462,advanced,0.0007037581512439211
1997,said,0.000679092178062971
6094,energy,0.0006640766672609109
4058,marines,0.0006592500597078063
5666,flip,0.0006592500597078063
4401,lateral,0.0006324047217424144
51,xa0,0.0006213412357128185
2541,quote,0.0006160456068740737
5273,gruber,0.00059912026270334
2533,racial,0.0005883486262574738
4135,lyons,0.0005721169358039496
5366,gore,0.0005721169358039496
7702,boyd,0.0005721169358039496
2038,roxbury,0.0005714053628137532
7717,bottle,0.0005598303280229516
2028,rugby,0.0005551751007825343
3159,parkinson,0.0005551751007825343
8331,alumni,0.0005497073932343654
2542,quotas,0.000532551344625191
7953,bashir,0.000532551344625191
3184,palladino,0.000532551344625191
4345,leblanc,0.000500602318828456
944,terranova,0.0004992668855861166
16,yount,0.0004992668855861166
4652,isee,0.0004992668855861166
4510,kenney,0.0004991325912927742
929,teta,0.0004986851086854953
3051,percent,0.0004764794397172965
4497,kids,0.0004764794397172965
7812,black,0.00047617113567812776
2772,preparation,0.00046104491045462903
5152,headmaster,0.0004523420158751269
7721,boston,0.00044222773415340664
5431,gerry,0.0004367410173811774
5581,fossil,0.0004367410173811774
4151,lunchroom,0.0004326979675079677
3219,ovesen,0.0004326979675079677
591,umaine,0.0004326979675079677
4641,itt,0.0004326979675079677
5346,grade,0.00041945933319879593
4790,initiative,0.000413591608557234
5854,faculty,0.0004121338366862267
6783,crown,0.00040297466378179814
7777,bls,0.00040287503648810385
5343,grades,0.0004020817918890016
7708,bowers,0.0003994135084688933
7924,beattie,0.0003994135084688933
2457,reads,0.00039728282731511675
3340,one,0.00039376442082152645
7115,commissioners,0.000388622570547774
1018,taunts,0.000388622570547774
620,tutoring,0.00038141129053596644
8440,affirmative,0.00038141129053596644
3748,mr,0.00037899425185082585
6067,enrollment,0.0003745809514685386
2347,regulatory,0.0003728697094237815
2689,program,0.00037233092830367984
3154,parochial,0.00036625003317100347
6619,delegates,0.00036625003317100347
2402,recruitment,0.00036625003317100347
8046,averill,0.00036612904942981883
4963,humanities,0.00036086381550864727
598,uber,0.0003597988069480341
4981,houston,0.00035803033444086846
37,year,0.0003570535054546229
4139,lynch,0.0003546499311189454
7715,bottles,0.0003546499311189454
185,whites,0.0003546499311189454
5173,hart,0.000353552252165715
208,west,0.0003496148907576515
7260,city,0.0003421762760606802
2538,race,0.00034073551635864236
6260,dynamite,0.0003331050604695206
6041,enwright,0.0003328445903907444
4417,lankhorst,0.0003328445903907444
5770,ferc,0.0003328445903907444
2488,rashaun,0.0003328445903907444
546,uneven,0.0003327550608618494
64,wrestling,0.0003310149023921913
5239,hailing,0.00032917719977538243
1378,stamps,0.000324234529933723
8476,admission,0.00031966994146506115
7410,centre,0.00031966994146506115
5064,hispanics,0.00031662295011427
7168,colby,0.00031195786955798385
8330,alumnus,0.00031195786955798385
3886,miaa,0.00030989667356047274
196,wheelchair,0.0003064753239288043
5672,fleishman,0.0003053463054303939
5665,flippers,0.0003053463054303939
3581,newton,0.0003048432025756642
7222,climate,0.00030324142767909867
1624,sixth,0.00030156134391675125
341,vogt,0.00029956013135167
331,volpe,0.00029956013135167
43,yada,0.00029956013135167
6667,dechristopher,0.00029956013135167
1434,sportsmanship,0.00029956013135167
1937,scannell,0.00029956013135167
8346,alma,0.00029300002653680283
0,zoning,0.00029258619317312995
3302,optic,0.00029181107694035074
202,weymouth,0.0002915092991195262
729,transmission,0.0002860584679019748
4383,lawler,0.0002860584679019748
937,test,0.000283946263632202
6706,dating,0.00028145725432230116
5760,fiber,0.0002813095484892538
8475,admissions,0.0002813095484892538
7518,cancer,0.0002799151640114758
470,upright,0.00027758755039126716
6291,drumming,0.00027758755039126716
5120,hedlund,0.00027758755039126716
4957,hundred,0.00027624088599171703
7716,bottled,0.00027468752487825264
5344,graders,0.00027344709328050584
6053,entrance,0.0002714052095250761
5616,fore,0.00027036348695025266
2954,pipelines,0.00027036348695025266
6858,court,0.00026818241689006305
3100,patten,0.0002662756723125955
3791,montford,0.0002662756723125955
4530,karenna,0.0002662756723125955
4546,juniors,0.0002662756723125955
5489,gagnon,0.0002662756723125955
8165,aronson,0.0002662756723125955
7987,bandino,0.0002662756723125955
1061,taieb,0.0002662756723125955
7810,blacks,0.00026598744833920905
7349,charter,0.0002638534515282748
76,would,0.0002628310526263196
194,whelan,0.00026222026224347695
7246,class,0.00026056245368602065
3515,noel,0.0002593876239469784
8137,asians,0.00025905514100258456
7697,bps,0.00025905514100258456
7215,clinics,0.00025905514100258456
5514,fuels,0.00025637502321970246
6620,delegate,0.00025637502321970246
3599,networks,0.0002557359531720489
6982,construction,0.0002538813651299688
7698,boys,0.0002503225052960556
4172,loved,0.0002503225052960556
6507,dicara,0.00024982879535214044
5229,halligan,0.00024982879535214044
6272,durant,0.00024982879535214044
8006,bailly,0.00024982879535214044
1670,sighted,0.00024982879535214044
1663,signers,0.00024982879535214044
288,walter,0.0002497206343123591
8368,algonquin,0.0002495662956463871
1826,semitic,0.0002495662956463871
6466,disabled,0.0002482549517832618
605,two,0.0002453455237426434
5788,federal,0.0002447490018219993
4516,kelley,0.0002446631887246631
4415,larceny,0.0002446631887246631
1000,teachers,0.00024233924596989639
394,veterans,0.00024103805789877077
4059,marine,0.00024103805789877077
3166,parents,0.0002395415762513185
7649,broadband,0.000238382056584979
437,vaccaro,0.000238382056584979
579,unclaimed,0.000238382056584979
4690,invalidated,0.000238382056584979
2060,rosado,0.00023806252156115224
7440,catholic,0.00023300935693365294
203,wetlands,0.00023299121327352107
5468,garfunkel,0.00023299121327352107
5644,fmc,0.00023299121327352107
3689,nasif,0.00023299121327352107
817,tobey,0.00023299121327352107
1998,safety,0.0002324478481752067
7214,clinton,0.00023069215330050267
5570,four,0.0002305970556061106
4142,lyft,0.00023027123644674182
8218,applicants,0.00023027123644674182
2680,project,0.00022912672510995682
7146,colon,0.00022876910434252147
5372,gonzalez,0.0002269641709536061
8138,asian,0.00022326061283161716
7528,campion,0.00022207004031301374
432,valenzuela,0.00022207004031301374
3983,mcadam,0.00022207004031301374
7752,bonding,0.00022207004031301374
2565,quandary,0.00022207004031301374
306,waiter,0.00022207004031301374
5104,helpless,0.00022207004031301374
5473,gap,0.00022114498553895093
4023,massachusetts,0.00022094340695465127
848,time,0.00021819936444449173
13,youtube,0.00021737556019624157
7437,caucuses,0.00021454385092648114
1202,subsidiary,0.00021454385092648114
2881,police,0.00021448005709600608
2712,problem,0.00021421414235046676
1236,student,0.0002135044483979143
3194,paintings,0.00021278995867136726
6752,curriculum,0.00021278995867136726
3617,neighbors,0.00021266505258582741
5428,get,0.00021200051886368233
5976,every,0.0002114199842410887
1556,social,0.00021045428951563206
5476,game,0.00021009463961295778
186,white,0.00020951529969837619
6404,district,0.00020829702282723346
4818,inequities,0.00020797191303865588
795,topeka,0.00020797191303865588
5571,fountains,0.00020797191303865588
5753,fifth,0.0002077193536884826
3631,needs,0.00020711374523760617
7498,car,0.00020711374523760617
5345,grader,0.00020458876253763914
5895,explosion,0.00020458876253763914
3921,memorial,0.00020377320095958025
328,volunteers,0.00020296419348328834
7095,companies,0.00020277365479113777
1685,shy,0.00020148733189089907
1535,solomon,0.00020143751824405192
1222,stupid,0.00020143751824405192
3896,metco,0.00020143751824405192
5952,exams,0.00020143751824405192
2637,protesters,0.0002010408959445008
53,wrote,0.0002004858844712122
289,walsh,0.0002004858844712122
2417,reconfiguring,0.00019970675423444664
3031,pernicious,0.00019970675423444664
8157,arria,0.00019970675423444664
7591,burials,0.00019970675423444664
3840,mirken,0.00019970675423444664
272,warnick,0.00019970675423444664
6592,denna,0.00019970675423444664
4201,lola,0.00019970675423444664
3778,morrill,0.00019970675423444664
2120,rinks,0.00019970675423444664
7875,benanav,0.00019970675423444664
4533,kanson,0.00019970675423444664
7579,burwell,0.00019970675423444664
1903,scores,0.00019619872036717872
8479,administrators,0.00019619872036717872
3981,mccarthy,0.00019505746211541999
2754,prestigious,0.00019454071796023382
1919,scholarships,0.00019454071796023382
5199,hanley,0.000194311285273887
334,volley,0.000194311285273887
5288,gronk,0.000194311285273887
5230,hallal,0.000194311285273887
2348,regulators,0.00019296594469591383
7118,commission,0.00019288225699644812
773,tower,0.00019223271947026367
7960,barry,0.00019180196487903668
1967,santa,0.00019180196487903668
7762,bodies,0.00019098885114727577
2872,polling,0.00019098885114727577
6069,enrolled,0.00019098885114727577
7153,colleges,0.00019098885114727577
5823,farber,0.00019070564526798322
343,vivian,0.00019070564526798322
1899,scramble,0.00019070564526798322
4397,latino,0.00019041102384747662
3119,past,0.00019041102384747662
5281,group,0.0001900710333298505
2731,principal,0.00018943324725106912
883,thousand,0.0001890069219943327
5539,freeman,0.0001871747217347903
6658,declaration,0.0001871747217347903
3499,nonviolent,0.0001871747217347903
8328,alyssa,0.0001871747217347903
6432,disobedience,0.0001871747217347903
8068,audience,0.00018619121383744633
5716,fios,0.00018312501658550174
137,wisdom,0.00018312501658550174
6952,contompasis,0.00018312501658550174
4934,ice,0.0001826677741349595
1001,teacher,0.00018225989497382928
6882,could,0.00018224606007579707
7658,brien,0.0001816150067726248
7335,checks,0.0001816150067726248
8109,association,0.00018125812045039497
449,users,0.00018058225162358103
5830,families,0.00017904034701497605
2572,qualified,0.00017901516722043423
6206,edwards,0.00017901516722043423
2219,resisting,0.00017832899146354766
425,values,0.0001773249655594727
930,tests,0.00017590230101884987
3363,officials,0.00017480744537882575
8159,arrested,0.00017309946140706882
3926,member,0.00017301911497537702
4152,luncheon,0.00017270342733505636
3797,money,0.0001718450438324676
5382,going,0.0001710881380303401
1942,says,0.0001710881380303401
8238,app,0.0001708847615528257
7414,cemetery,0.0001708847615528257
2267,report,0.00017036775817932118
1146,support,0.00017036775817932118
8519,action,0.00016889961223786804
4405,last,0.00016860859979801634
5279,grove,0.00016845871728149905
3770,mother,0.00016761223975870096
3370,office,0.00016761223975870096
8155,arrivals,0.0001668674396094853
6046,entryway,0.0001668674396094853
4138,lyndon,0.0001668674396094853
1020,taunting,0.0001668674396094853
3989,mayor,0.0001666376182617868
3985,mbps,0.0001665525302347603
6402,districtwide,0.0001665525302347603
5852,fads,0.0001665525302347603
4937,hyper,0.0001665525302347603
7166,cole,0.0001665525302347603
3662,nbusiness,0.0001665525302347603
3235,overkill,0.0001665525302347603
3649,ndoes,0.0001665525302347603
4302,leventhal,0.0001665525302347603
3893,methane,0.0001665525302347603
8607,3a,0.0001665525302347603
8606,40th,0.0001665525302347603
8600,5k,0.0001665525302347603
6726,damning,0.0001665525302347603
1553,socio,0.0001665525302347603
4887,implication,0.0001665525302347603
5364,gormley,0.0001665525302347603
4980,hoverboards,0.0001664222951953722
396,vested,0.0001664222951953722
7192,cluttering,0.0001664222951953722
8261,antedating,0.0001664222951953722
8136,asides,0.0001664222951953722
743,trampolines,0.0001664222951953722
6102,endemic,0.0001664222951953722
6279,dugouts,0.0001664222951953722
5038,holster,0.0001664222951953722
3460,npateras,0.0001664222951953722
2495,rankles,0.0001664222951953722
3497,noooo,0.0001664222951953722
3895,metering,0.0001664222951953722
3854,mindedly,0.0001664222951953722
5250,gushing,0.0001664222951953722
5101,hennigan,0.0001664222951953722
6249,earnestly,0.0001664222951953722
50,xa0asian,0.0001664222951953722
1376,stanch,0.0001664222951953722
2554,quickest,0.0001664222951953722
2956,pipefitters,0.0001664222951953722
3269,ottoson,0.0001664222951953722
3557,nields,0.0001664222951953722
502,unrepresentative,0.0001664222951953722
4337,lefrancois,0.0001664222951953722
8528,acolytes,0.0001664222951953722
6898,cornelia,0.0001664222951953722
4615,jed,0.0001664222951953722
1322,steppingstone,0.0001664222951953722
7298,chojnowski,0.0001664222951953722
3115,pastures,0.0001664222951953722
48,xa0latinos,0.0001664222951953722
49,xa0black,0.0001664222951953722
3973,mcneil,0.0001664222951953722
8067,auditorium,0.0001663775304309247
2548,quintessential,0.0001663775304309247
7700,boyle,0.0001663775304309247
5151,headmasters,0.0001663775304309247
2121,rink,0.00016622836956183177
665,trump,0.00016570755521598844
7093,company,0.00016570755521598844
5956,examiner,0.00016481251492695158
3468,notre,0.00016481251492695158
2870,pollution,0.00016481251492695158
7801,blast,0.00016481251492695158
7134,comcast,0.00016481251492695158
6727,dame,0.00016481251492695158
4010,mater,0.00016481251492695158
4997,hospital,0.0001636866696232694
3547,nine,0.0001635636824950956
6931,convention,0.00016328384567336084
4671,invited,0.00016328384567336084
5501,funeral,0.00016310654985355707
4364,league,0.00016237135478663068
3963,meant,0.00016237135478663068
