,word0,word1,word2,word3,word4,word5
0,dorchester,uphams,gallivan,linden,annunciation,savin
1,roxbury,neighborhood,annunciation,dudley,uphams,derelict
2,mattapan,“three,bcs,sturbridge,almont,quadruple
3,hyde_park,unharmed,gallivan,grantley,annunciation,readville
4,fenway,park,“kind,shelled,emerald,dreams”
5,beacon_hill,vestige,profligate,judicious,jockeying,layover
6,downtown,crossing,unloved,workday,eden,layover
7,south_boston,frontage,uphams,savin,readville,bisects
8,east_boston,bcs,malden,algaranaz,populated,revere
9,back_bay,kenmore,dockside,freeport,almont,workday
10,jamaica_plain,eire,almont,egleston,bcs,recite
11,south_end,uphams,ming’s,neighborhood,kenmore,chinatown
12,charlestown,readville,sturbridge,brockton,kenmore,almont
13,brighton,atherton,kenmore,egleston,almont,vernon
14,allston,kenmore,renovated,atherton,readville,almont
15,west_end,clarendon,1914,laundromat,waban,hearses
16,roslindale,bcs,benzy,walgreens,nazing,home’s
17,north_end,kenmore,tenement,park’s,nantasket,clarendon
18,mission_hill,greenwood,hurley,kenmore,unharmed,zeigler
19,harbor_islands,rowes,369,huts,npeter,karin
20,longwood_medical_area,pasteur,cradle,kenmore,freeport,scollay
21,pasteur,cradle,mile”,masqueraders,parmenter,1729
22,cradle,pasteur,intellect,resounds,dinnerware,façade
23,kenmore,freeport,mile”,scollay,parkway,wooded
24,freeport,rezone,kenmore,656,rezones,mile”
25,scollay,kenmore,freeport,action’s,almont,squantum
