,word0,word1,word2,word3,word4,word5
0,dorchester,“brazen”,mauricio,seldon,yanuel,bragdon
1,roxbury,bragdon,sprawls,intervale,annunciation,hennigan
2,mattapan,tenements,xa0neighborhoods,“construction,erecting,timilty
3,hyde_park,hennigan,higginson,resident,timilty,zachery
4,fenway,park,offing,seeped,461,filtering
5,beacon_hill,solons,nstadig,retinue,fawned,“amazon
6,downtown,crossing’s,skyscrapers,outlying,gentrifying,causeway
7,south_boston,nstadig,sprawls,langone,dinopoulos,allandale
8,east_boston,nstadig,sprawls,xa0neighborhoods,langone,xa0harrison
9,back_bay,nstadig,harry’s,parishioners—,tricolor,consulate
10,jamaica_plain,hennigan,farmers’,neighborhood,nehar,shalom
11,south_end,tenements,sprawls,flickered,chinatown,portland’s
12,charlestown,langone,sprawls,nstadig,xa0harrison,redesigned
13,brighton,winship,186,sprawls,mishaps,lyon
14,allston,newmarket,—a,staniford,storrow,nstadig
15,west_end,flattening,superhighways,nbulldozers,bulldozers,renewal
16,roslindale,higginson,farmers’,village,uphams,unluckily
17,north_end,langone,nstadig,passacantilli,sprawls,erbaluce
18,mission_hill,lawanda,hennigan,sprawls,annunciation,higginson
19,harbor_islands,surges,inundate,“low,programmed,peddocks
20,longwood_medical_area,lma’s,offstreet,longwood,janetha,consolidated
21,lma’s,npayment,ncreate,connectors,nbetter,ezride
22,offstreet,tontine,termini,lma’s,ezride,independant
23,longwood,lma’s,shriners,bidmc,offstreet,lma
24,janetha,busby,sq,tontine,aggravation,termini
25,consolidated,masco,pwd,nbetter,enlarging,ezride
