,word0,word1,word2,word3,word4,word5
0,dorchester,neponset,freeport,fernandes,taft,morrissey
1,roxbury,dudley,stem,arose,roca’s,codman
2,mattapan,uphams,ashmont,bowdoin,neighborhood,grove
3,hyde_park,southernmost,phipps,chesterfield,grandparents,fernandes
4,fenway,kenmore,stitch,codman,pavilion,associates’
5,beacon_hill,strongholds,handicapped,ramps,developers,capitol
6,downtown,newmarket,seaport,revitalization,renewal,crossing
7,south_boston,southie,waterfront,revitalizing,sprawling,melnea
8,east_boston,ciommo,lynn,chinatown,lamattina,enclave
9,back_bay,fashionable,beacon,brownstone,blaze,chinatown
10,jamaica_plain,mildred,weston,aquinas,chicopee,arboretum
11,south_end,chinatown,edinboro,albany,melnea,warehouses
12,charlestown,weston,arlington,westwood,brewster,roca’s
13,brighton,ciommo,$115,alpha,riddle,renting
14,allston,decie,albany,alpha,frias,newmarket
15,west_end,tavern,artists’,terrace,romsey,”hernan
16,roslindale,neponset,strolled,milton,terrace,goldenberg
17,north_end,manor,diner,entrepreneur,gloucester,upscale
18,mission_hill,goldenberg,undercount,clair,nu,backyard
19,harbor_islands,aquatic,bumpkin,scavenger,rustling,pyramids
20,longwood_medical_area,hemenway,haymarket,345,kneeland,terrace
21,hemenway,ballfield,ninety,av,265,thoroughfare
22,haymarket,zoned,blocklong,345,kneeland,associates’
23,345,560,955,$325,haymarket,blocklong
24,kneeland,blocklong,haymarket,zoned,carruth,hemmed
25,terrace,romsey,humphreys,thoroughfare,bellevue,storefront
