,word0,word1,word2,word3,word4,word5
0,dorchester,annapolis,upham’s,roslyn,englewood,hamambee
1,roxbury,newtowne,kalvin,pasciucco,bromley,moreland
2,mattapan,ncampbell,latiana,slivers,straddles,pasciucco
3,hyde_park,ncampbell,radosta,chittick,hennigan,kemble
4,fenway,officialdom,tiant,1927,stenciled,park
5,beacon_hill,amidst,levers,1795,slog,stitch
6,downtown,crossing’s,newmarket,waterfront,skyscrapers,encampment
7,south_boston,waterfront,kemble,unidad,funnels,brigid’s
8,east_boston,“woefully,chittick,d’alcomo,condon,ymca
9,back_bay,attractions,1850s,“chief”,“outgoings,ncount
10,jamaica_plain,straddles,slivers,nazzaro,restriction,d’alcomo
11,south_end,“space,nazzaro,kemble,bellflower,quinzani’s
12,charlestown,nregular,simulate,nazzaro,xa0bunker,roadwork
13,brighton,d’alcomo,officialdom,roslyn,englewood,tollbooths
14,allston,officialdom,pike’s,acreage,packard’s,tollbooths
15,west_end,resisters,monadnock,bulldozed,lingered,bulldozing
16,roslindale,annapolis,ncampbell,bardwell,nazzaro,brigid’s
17,north_end,clapboards,nazzaro,cummins,kemble,“parking
18,mission_hill,officialdom,d’alcomo,roslyn,nazzaro,acreage
19,harbor_islands,boater,starvation,liveliest,limn,sectarian
20,longwood_medical_area,underutilized,rezone,dotblock,nlocated,buildout
21,underutilized,developable,underdeveloped,rezone,chiofaro’s,topgolf
22,rezone,redesigning,underutilized,chiofaro’s,“walkable”,dasco
23,dotblock,dasco,oneunited,amd,townhomes,corcorans’
24,nlocated,megaproject,hope’s,davey’s,“streetcar,suburb”
25,buildout,trackside,eyesores,“gold,chiofaro’s,tarnishing
