,weights
newlyweds,8.944492163932159
schoolsdedham,8.944492163932159
schoolslowell,8.944492163932159
schoolslynn,8.944492163932159
aholiday,8.944492163932159
schoolslynnfield,8.944492163932159
lb,8.944492163932159
quarantine,8.944492163932159
schoolsmalden,8.944492163932159
crosschecks,8.944492163932159
lccr,8.944492163932159
schoolsmanchester,8.944492163932159
lcr,8.944492163932159
schoolsmarblehead,8.944492163932159
suha,8.944492163932159
schoolsmarshfield,8.944492163932159
leafiness,8.944492163932159
firewall,8.944492163932159
leaguer,8.944492163932159
sugerman,8.944492163932159
schoolsmaynard,8.944492163932159
nonpassenger,8.944492163932159
quadrupled,8.944492163932159
learnlaunch,8.944492163932159
schoolsmedford,8.944492163932159
morellino,8.944492163932159
schoolsmelrose,8.944492163932159
varelas,8.944492163932159
schoolsmilton,8.944492163932159
morey,8.944492163932159
schoolslincoln,8.944492163932159
summarily,8.944492163932159
quietest,8.944492163932159
hxg3,8.944492163932159
schoolseast,8.944492163932159
schoolseaston,8.944492163932159
uta,8.944492163932159
schoolseverett,8.944492163932159
schoolsframingham,8.944492163932159
schoolsgeorgetown,8.944492163932159
aioli,8.944492163932159
schoolshamilton,8.944492163932159
emitting,8.944492163932159
schoolshanover,8.944492163932159
schoolshanson,8.944492163932159
hurvitz,8.944492163932159
schoolslexington,8.944492163932159
quieted,8.944492163932159
schoolshingham,8.944492163932159
hurricanes,8.944492163932159
schoolsholbrook,8.944492163932159
crowbars,8.944492163932159
queues,8.944492163932159
schoolsholliston,8.944492163932159
croteau,8.944492163932159
crotch,8.944492163932159
schoolsipswich,8.944492163932159
diagnosing,8.944492163932159
schoolslawrence,8.944492163932159
schoolsnahant,8.944492163932159
leavitt,8.944492163932159
schoolsnewton,8.944492163932159
schoolstri,8.944492163932159
schoolssomerville,8.944492163932159
agelab,8.944492163932159
sudan,8.944492163932159
legitimizing,8.944492163932159
fivethirtyeight,8.944492163932159
schoolsstoneham,8.944492163932159
schoolsstoughton,8.944492163932159
embajador,8.944492163932159
schoolssudbury,8.944492163932159
schoolsswampscott,8.944492163932159
schoolstewksbury,8.944492163932159
moosup,8.944492163932159
schoolswakefield,8.944492163932159
schoolssharon,8.944492163932159
lemnios,8.944492163932159
chestoit,8.944492163932159
chestothe,8.944492163932159
chestowork,8.944492163932159
subzero,8.944492163932159
chet,8.944492163932159
schoolswalpole,8.944492163932159
nossa,8.944492163932159
venturer,8.944492163932159
schoolswaltham,8.944492163932159
schoolswatertown,8.944492163932159
criminalizing,8.944492163932159
cherishing,8.944492163932159
northridge,8.944492163932159
schoolsnorth,8.944492163932159
schoolsquincy,8.944492163932159
crockett,8.944492163932159
suffragist,8.944492163932159
schoolsnorwood,8.944492163932159
ballcap,8.944492163932159
huckman,8.944492163932159
schoolspeabody,8.944492163932159
brimfield,8.944492163932159
schoolspembroke,8.944492163932159
hubbub,8.944492163932159
hubbaraston,8.944492163932159
