mapc_id,TransitScore,WalkScore,BikeScore
476770,,2.0,22.0
476808,,20.0,24.0
476859,,3.0,17.0
476888,,3.0,14.0
476914,,3.0,14.0
476995,,2.0,15.0
477069,,2.0,24.0
477172,,6.0,15.0
477377,,9.0,20.0
477471,,6.0,13.0
477640,,8.0,23.0
477766,,6.0,21.0
477812,,5.0,26.0
477987,,6.0,16.0
479097,,9.0,25.0
479126,,5.0,27.0
479159,,5.0,27.0
479274,,8.0,26.0
479348,,6.0,26.0
479363,,5.0,26.0
479365,,7.0,26.0
479400,,7.0,26.0
479640,,6.0,26.0
479671,,5.0,27.0
479676,,5.0,27.0
479683,,5.0,27.0
479691,,3.0,27.0
479736,,18.0,27.0
479792,,4.0,26.0
479808,,4.0,27.0
479871,,1.0,18.0
479875,,3.0,24.0
479879,,6.0,16.0
479977,,3.0,16.0
479981,,3.0,10.0
480031,,4.0,11.0
480033,,4.0,27.0
480065,,12.0,24.0
480437,,4.0,15.0
480438,,3.0,15.0
480449,,2.0,14.0
480450,,2.0,15.0
480456,,3.0,12.0
480523,,4.0,2.0
480532,,4.0,2.0
480533,,4.0,3.0
480534,,4.0,21.0
480761,,1.0,23.0
481072,,34.0,21.0
481243,,38.0,31.0
481244,,28.0,29.0
481285,,35.0,32.0
481435,,34.0,34.0
481489,,19.0,26.0
481490,,41.0,34.0
481491,,38.0,31.0
481516,,8.0,7.0
481517,,36.0,9.0
481529,,21.0,25.0
481530,,1.0,25.0
481611,,8.0,17.0
481732,,31.0,28.0
481898,,41.0,33.0
481958,,30.0,22.0
481963,,25.0,21.0
481964,,21.0,15.0
482590,,9.0,19.0
482591,,5.0,32.0
482752,,37.0,16.0
482795,,22.0,21.0
482796,,18.0,20.0
482797,,30.0,22.0
482798,,30.0,22.0
482799,,41.0,28.0
482800,,13.0,11.0
483163,,22.0,67.0
483746,,26.0,46.0
483821,,25.0,52.0
483855,,31.0,26.0
484021,,49.0,51.0
484058,,37.0,29.0
484284,,25.0,47.0
484374,,27.0,43.0
484521,,26.0,42.0
484661,,31.0,45.0
484911,,39.0,53.0
484956,,24.0,44.0
485043,,49.0,49.0
485045,,52.0,56.0
485098,,52.0,56.0
485120,,54.0,58.0
485175,,52.0,56.0
485190,,52.0,56.0
485221,,46.0,48.0
485345,,67.0,56.0
485657,,64.0,56.0
485760,,30.0,45.0
485985,,46.0,37.0
486661,,7.0,29.0
486901,,11.0,34.0
486915,,11.0,34.0
487167,,9.0,15.0
487179,,4.0,20.0
487261,,10.0,26.0
487778,,6.0,11.0
488135,,55.0,55.0
488185,,11.0,34.0
488243,,9.0,28.0
488473,,,
488967,,26.0,21.0
489735,,14.0,13.0
489743,,20.0,13.0
489744,,31.0,22.0
490047,,6.0,13.0
491898,,5.0,13.0
491899,,5.0,22.0
492384,,4.0,3.0
492509,,5.0,29.0
492766,,4.0,13.0
492770,,9.0,13.0
492772,,9.0,13.0
492773,,9.0,13.0
492774,,8.0,28.0
492775,,5.0,28.0
492776,,3.0,28.0
493177,,4.0,19.0
493178,,5.0,14.0
493360,,38.0,36.0
493403,,17.0,9.0
493462,,17.0,9.0
494206,,16.0,26.0
494214,,15.0,18.0
494215,,11.0,9.0
494628,,38.0,31.0
495087,,13.0,22.0
496687,,25.0,15.0
497499,,70.0,42.0
497547,,81.0,53.0
498099,,63.0,41.0
498147,,35.0,27.0
498202,,34.0,13.0
498220,,50.0,24.0
498221,,50.0,24.0
498222,,43.0,12.0
498887,,59.0,48.0
499204,,8.0,22.0
499237,,12.0,22.0
499309,,33.0,15.0
499319,,12.0,25.0
499385,,6.0,19.0
499386,,9.0,30.0
500154,,15.0,36.0
500393,,9.0,23.0
501067,,0.0,1.0
501068,,2.0,1.0
501073,,0.0,25.0
501088,,0.0,9.0
501274,,14.0,25.0
501821,,3.0,11.0
501918,,36.0,37.0
502336,,38.0,32.0
502763,,57.0,46.0
502811,,0.0,25.0
502960,,5.0,27.0
503120,,5.0,27.0
504016,,4.0,13.0
504573,,3.0,11.0
505614,,6.0,27.0
505777,,4.0,2.0
506886,,46.0,16.0
507101,,64.0,39.0
508431,,8.0,1.0
509385,,33.0,18.0
509505,,60.0,21.0
509512,,60.0,21.0
509913,,62.0,22.0
509920,,63.0,53.0
509976,,63.0,21.0
510107,,63.0,21.0
510256,,70.0,30.0
510552,,38.0,41.0
510817,,46.0,16.0
511298,,5.0,2.0
511300,,5.0,3.0
511469,,6.0,10.0
511472,,,
511473,,10.0,28.0
511480,,3.0,23.0
511490,,9.0,23.0
511493,,,
511495,,8.0,28.0
511497,,10.0,29.0
511498,,,
511509,,,
511536,,34.0,11.0
511884,,,
511901,,2.0,17.0
511970,,5.0,17.0
512006,,0.0,22.0
512009,,3.0,11.0
512013,,3.0,13.0
512023,,2.0,12.0
512024,,3.0,25.0
512030,,,
512034,,6.0,23.0
512066,,6.0,24.0
512081,,,
512086,,1.0,15.0
512311,,0.0,25.0
512338,,3.0,27.0
512382,,3.0,29.0
512391,,4.0,29.0
512406,,3.0,23.0
512484,,3.0,6.0
512562,,5.0,1.0
512563,,2.0,10.0
512565,,4.0,10.0
512624,,2.0,29.0
512676,,11.0,22.0
512677,,1.0,30.0
512697,,0.0,19.0
512710,,6.0,25.0
512826,,,
512829,,,
512849,,3.0,16.0
512872,,0.0,18.0
512873,,5.0,12.0
512874,,2.0,21.0
512885,,0.0,29.0
512919,,1.0,32.0
512965,,0.0,30.0
512976,,1.0,6.0
512984,,6.0,25.0
512985,,,
512986,,,
512991,,7.0,21.0
512992,,7.0,21.0
513002,,7.0,24.0
513009,,0.0,35.0
513017,,0.0,7.0
513019,,0.0,22.0
513020,,1.0,31.0
513021,,1.0,31.0
513028,,0.0,25.0
513029,,0.0,11.0
513038,,,
513041,,,
513042,,,
513180,,,
513191,,,
513194,,,
513199,,5.0,3.0
513387,,,
513392,,3.0,21.0
513426,,,
513435,,4.0,1.0
513437,,,
513453,,1.0,19.0
513469,,,
513803,,,
513807,,,
513808,,,
513809,,,
513821,,,
513857,,1.0,28.0
513866,,,
513867,,,
513868,,,
513877,,,
513879,,3.0,22.0
513884,,,
513926,,,
513982,,,
513983,,,
514218,,,
514290,,,
514300,,,
514320,,4.0,18.0
514338,,,
514339,,,
514340,,4.0,2.0
514418,,3.0,18.0
514863,,43.0,7.0
514965,,36.0,9.0
514999,,3.0,9.0
515000,,1.0,4.0
515040,,,
515052,,,
515085,,8.0,24.0
515086,,6.0,23.0
515103,,,
515108,,4.0,19.0
515174,,6.0,20.0
515175,,,
515176,,6.0,12.0
515177,,5.0,10.0
515178,,5.0,10.0
515221,,5.0,9.0
515225,,6.0,2.0
515227,,6.0,2.0
515228,,4.0,6.0
515362,,4.0,16.0
515640,,0.0,12.0
515656,,4.0,2.0
515658,,4.0,1.0
515659,,4.0,7.0
515660,,4.0,8.0
515663,,4.0,13.0
515668,,4.0,6.0
515677,,4.0,18.0
515680,,4.0,2.0
515698,,0.0,26.0
515703,,4.0,3.0
515854,,1.0,17.0
516037,,4.0,7.0
516097,,20.0,21.0
516109,,13.0,24.0
516183,,4.0,13.0
516868,,15.0,20.0
516876,,34.0,32.0
516882,,16.0,30.0
517009,,50.0,19.0
517522,,32.0,27.0
517523,,42.0,27.0
517528,,36.0,27.0
517632,,1.0,19.0
517834,,5.0,2.0
517835,,4.0,6.0
518295,,4.0,2.0
518296,,1.0,1.0
518560,,4.0,3.0
518562,,3.0,1.0
518591,,2.0,5.0
518758,,4.0,1.0
518765,,3.0,1.0
518777,,4.0,1.0
518779,,1.0,6.0
518801,,4.0,9.0
518810,,4.0,3.0
518816,,4.0,1.0
518948,,2.0,26.0
518977,,4.0,1.0
518978,,3.0,18.0
518996,,1.0,
519000,,4.0,1.0
519001,,4.0,1.0
519003,,3.0,1.0
519014,,5.0,2.0
519015,,4.0,1.0
519016,,5.0,2.0
519017,,5.0,2.0
519018,,4.0,1.0
519019,,5.0,2.0
519027,,4.0,1.0
519029,,3.0,1.0
519361,,,
519412,,26.0,15.0
519426,,,
519518,,12.0,21.0
519554,,3.0,11.0
523094,,14.0,28.0
523152,,14.0,26.0
523206,,13.0,27.0
523294,,15.0,24.0
523319,,5.0,27.0
524792,,17.0,30.0
525532,,39.0,42.0
525665,,42.0,39.0
525751,,6.0,29.0
525778,,8.0,26.0
525852,,45.0,41.0
525935,,38.0,39.0
526038,,27.0,35.0
526163,,15.0,31.0
526462,,24.0,30.0
526523,,10.0,28.0
526550,,25.0,33.0
527116,,7.0,21.0
527233,,8.0,21.0
527278,,6.0,26.0
527547,,4.0,20.0
528813,,12.0,22.0
528818,,7.0,26.0
528854,,8.0,26.0
528969,,27.0,35.0
529366,,18.0,25.0
529533,,9.0,17.0
529534,,9.0,26.0
529548,,9.0,26.0
529566,,14.0,16.0
529567,,13.0,4.0
529589,,7.0,3.0
529590,,7.0,3.0
529604,,0.0,7.0
529605,,0.0,19.0
529608,,1.0,19.0
529629,,3.0,9.0
530093,,0.0,25.0
530107,,0.0,25.0
530240,,0.0,
530310,,0.0,
530311,,1.0,4.0
530312,,0.0,14.0
530316,,1.0,1.0
530317,,2.0,8.0
530318,,3.0,6.0
530319,,2.0,1.0
530461,,0.0,
530872,,0.0,14.0
530953,,3.0,2.0
530954,,3.0,2.0
530956,,3.0,10.0
530957,,2.0,2.0
530959,,3.0,2.0
530981,,1.0,1.0
531096,,3.0,9.0
531179,,3.0,2.0
531180,,2.0,1.0
531192,,2.0,1.0
531295,,2.0,2.0
531302,,7.0,2.0
531406,,5.0,19.0
531407,,5.0,13.0
531530,,3.0,11.0
531538,,4.0,10.0
531549,,3.0,1.0
531808,,4.0,12.0
531812,,4.0,1.0
532057,,11.0,5.0
532141,,8.0,24.0
532142,,8.0,15.0
532180,,11.0,25.0
532181,,11.0,25.0
532182,,10.0,21.0
532582,,10.0,18.0
532583,,6.0,8.0
532817,,0.0,
532896,,4.0,18.0
532904,,4.0,19.0
532911,,31.0,26.0
532926,,49.0,41.0
532973,,5.0,21.0
533008,,38.0,32.0
533075,,16.0,42.0
533108,,29.0,39.0
533145,,40.0,43.0
533172,,37.0,30.0
533173,,29.0,32.0
533208,,27.0,35.0
533259,,38.0,32.0
533301,,42.0,38.0
533326,,48.0,37.0
533384,,66.0,35.0
533393,,27.0,35.0
533555,,3.0,27.0
533577,,42.0,40.0
533702,,29.0,34.0
533732,,65.0,48.0
533877,,58.0,62.0
533921,,28.0,40.0
533952,,50.0,29.0
534579,,49.0,53.0
535326,,69.0,40.0
536016,,48.0,37.0
536611,,29.0,28.0
536807,,66.0,35.0
539950,,68.0,37.0
541101,,48.0,37.0
547357,,34.0,22.0
548937,,48.0,21.0
549401,,14.0,42.0
551586,,7.0,29.0
551681,,2.0,20.0
554096,,56.0,47.0
554165,,48.0,42.0
554829,,3.0,2.0
554991,,,
555229,,,
555696,,5.0,11.0
555905,,,
555921,,,
555996,,,
555998,,,
556134,,,
556430,,3.0,17.0
556546,,3.0,2.0
556566,,2.0,15.0
556771,,13.0,2.0
556804,,2.0,19.0
557611,,34.0,21.0
557871,,6.0,14.0
557961,,82.0,25.0
558021,,77.0,37.0
558056,,7.0,17.0
558179,,69.0,18.0
558425,,11.0,7.0
558504,,78.0,42.0
558640,,39.0,23.0
558845,,49.0,26.0
559595,,26.0,4.0
560235,,63.0,34.0
560506,,1.0,1.0
560601,,10.0,1.0
560609,,2.0,26.0
560610,,0.0,13.0
561183,,4.0,3.0
561186,,4.0,4.0
561203,,4.0,3.0
561313,,2.0,2.0
561314,,2.0,3.0
561384,,1.0,2.0
561386,,0.0,2.0
561387,,0.0,10.0
561395,,0.0,10.0
561396,,0.0,7.0
561397,,0.0,25.0
561398,,0.0,14.0
561408,,0.0,3.0
561583,,5.0,3.0
561973,,1.0,4.0
561974,,1.0,5.0
561998,,3.0,6.0
562004,,3.0,7.0
562005,,3.0,7.0
562069,,2.0,6.0
562073,,2.0,3.0
562160,,0.0,3.0
562162,,7.0,4.0
562169,,2.0,25.0
562193,,3.0,27.0
562247,,16.0,32.0
562394,,28.0,32.0
562417,,25.0,14.0
562429,,27.0,26.0
562481,,3.0,4.0
563028,,,
563033,,3.0,4.0
563041,,,
563043,,,
563063,,,
563068,,,
563075,,,
563077,,,
563095,,,
563099,,6.0,5.0
563109,,,
563121,,,
563149,,,
563150,,,
563151,,,
563156,,,
563293,,1.0,8.0
563315,,,
563318,,0.0,15.0
563323,,,
563351,,2.0,7.0
563365,,,
563406,,4.0,6.0
563407,,,
563408,,,
563413,,,
563414,,,
563415,,,
563419,,,
563421,,0.0,6.0
563430,,2.0,6.0
563433,,,
563442,,5.0,6.0
563443,,,
563444,,,
563445,,8.0,6.0
563446,,,
563459,,5.0,6.0
563460,,5.0,6.0
563465,,5.0,6.0
563466,,5.0,6.0
563476,,5.0,6.0
563490,,5.0,6.0
563518,,5.0,4.0
563520,,5.0,6.0
563524,,5.0,6.0
563525,,5.0,6.0
563526,,5.0,5.0
563527,,5.0,5.0
563528,,5.0,5.0
563529,,5.0,5.0
563530,,5.0,5.0
563531,,5.0,5.0
563534,,5.0,6.0
563567,,5.0,6.0
563600,,,
563610,,,
563705,,,
563706,,,
563708,,,
563709,,0.0,
563736,,,
563774,,,
563775,,,
564208,,5.0,26.0
564239,,,
564240,,5.0,27.0
564261,,,
564263,,,
564266,,,
564279,,8.0,6.0
564285,,8.0,17.0
564286,,8.0,19.0
564288,,,
564290,,,
564292,,5.0,16.0
564293,,,
564330,,,
564331,,0.0,7.0
564332,,,
564333,,,
564387,,,
564473,,,
564483,,,
564484,,,
564486,,,
564495,,,
564508,,,
564515,,,
564678,,4.0,24.0
564682,,24.0,31.0
564683,,,
564688,,4.0,10.0
564713,,4.0,2.0
564714,,,
564715,,,
564731,,4.0,26.0
564733,,,
564736,,,
564756,,8.0,27.0
564764,,,
564766,,8.0,20.0
564771,,4.0,26.0
564792,,4.0,1.0
564793,,,
564794,,20.0,31.0
564795,,,
564829,,,
564830,,,
564831,,,
564832,,1.0,4.0
564834,,,
564843,,5.0,13.0
564844,,,
564848,,,
564849,,,
564850,,8.0,8.0
564875,,,
564879,,,
564881,,4.0,1.0
565070,,0.0,11.0
565144,,6.0,22.0
565173,,11.0,20.0
565391,,11.0,18.0
565393,,,
565431,,,
565432,,,
565433,,,
565434,,,
565518,,,
565543,,3.0,20.0
565546,,7.0,26.0
565547,,,
565565,,4.0,12.0
565591,,,
565592,,,
565593,,,
565595,,,
565623,,,
565624,,,
565625,,,
565626,,4.0,10.0
565629,,8.0,11.0
565696,,0.0,22.0
565699,,,
565708,,,
565710,,,
565711,,0.0,7.0
565713,,8.0,26.0
565714,,,
565764,,,
565765,,,
565770,,14.0,2.0
565920,,2.0,26.0
565964,,,
565965,,,
565966,,,
565967,,7.0,24.0
565968,,,
565972,,4.0,25.0
566000,,8.0,3.0
566057,,6.0,23.0
566066,,8.0,2.0
566097,,0.0,13.0
566102,,,
566103,,,
566104,,,
566294,,,
566401,,8.0,3.0
566420,,,
566541,,,
566542,,,
566544,,,
566551,,2.0,3.0
566554,,,
566560,,,
566561,,4.0,3.0
566569,,,
566633,,,
566636,,,
566669,,0.0,2.0
566675,,,
566691,,,
566694,,,
567341,,0.0,3.0
567352,,0.0,12.0
567365,,,
567649,,,
567650,,,
568115,,,
568122,,,
568177,,,
568488,,,
568497,,,
568512,,,
568591,,0.0,
569201,,33.0,47.0
569274,,33.0,46.0
569275,,33.0,46.0
569277,,33.0,46.0
569279,,33.0,46.0
569280,,33.0,46.0
569960,,15.0,29.0
573454,,39.0,31.0
573466,,37.0,36.0
574792,,13.0,24.0
575107,,40.0,28.0
575297,,19.0,26.0
576769,,17.0,34.0
576779,,33.0,42.0
576780,,35.0,46.0
576781,,35.0,46.0
577001,,25.0,24.0
577014,,28.0,46.0
577041,,13.0,40.0
577679,,23.0,15.0
578287,,49.0,47.0
579223,,39.0,19.0
579854,,26.0,42.0
579887,,33.0,39.0
579904,,19.0,41.0
580315,,73.0,50.0
580523,,80.0,53.0
580922,,78.0,54.0
581020,,76.0,54.0
581118,,47.0,36.0
581175,,35.0,38.0
581436,,68.0,47.0
582336,,60.0,48.0
584123,,54.0,44.0
584218,,63.0,43.0
584286,,63.0,43.0
584401,,43.0,40.0
584681,,38.0,43.0
584718,,63.0,43.0
584985,,57.0,43.0
584998,,57.0,43.0
585042,,63.0,59.0
585053,,38.0,37.0
585115,,63.0,43.0
585143,,35.0,39.0
585214,,57.0,43.0
585340,,38.0,43.0
585630,,63.0,43.0
585654,,63.0,43.0
586004,,43.0,40.0
586197,,57.0,43.0
586198,,39.0,38.0
586229,,44.0,43.0
586302,,38.0,43.0
586731,,61.0,32.0
587122,,57.0,43.0
587129,,65.0,47.0
588126,,57.0,43.0
588167,,35.0,64.0
588316,,63.0,43.0
588426,,72.0,49.0
588438,,36.0,64.0
588471,,62.0,33.0
588610,,54.0,40.0
588755,,59.0,39.0
588842,,59.0,39.0
588853,,49.0,43.0
589211,,76.0,58.0
589235,,74.0,56.0
589241,,72.0,57.0
589472,,59.0,39.0
589507,,66.0,42.0
589565,,74.0,49.0
589696,,51.0,46.0
589718,,46.0,41.0
589778,,15.0,26.0
589808,,59.0,68.0
590348,,71.0,50.0
590420,,72.0,52.0
590679,,75.0,52.0
590935,,71.0,40.0
590999,,76.0,54.0
591070,,71.0,40.0
591167,,80.0,60.0
591223,,84.0,55.0
591419,,39.0,65.0
591610,,81.0,59.0
591658,,71.0,50.0
591787,,76.0,54.0
591811,,35.0,31.0
591814,,84.0,55.0
591827,,59.0,39.0
591892,,71.0,50.0
592028,,49.0,39.0
592073,,20.0,18.0
592354,,55.0,68.0
592376,,66.0,60.0
592425,,67.0,33.0
592581,,60.0,68.0
592635,,71.0,40.0
592773,,59.0,40.0
593037,,39.0,25.0
593080,,71.0,40.0
593223,,74.0,49.0
593235,,22.0,30.0
593249,,51.0,66.0
593317,,71.0,63.0
593460,,71.0,40.0
593555,,32.0,30.0
593574,,24.0,30.0
593609,,84.0,55.0
593664,,75.0,52.0
593882,,49.0,40.0
593995,,84.0,55.0
594163,,74.0,55.0
594220,,20.0,18.0
594282,,20.0,13.0
594441,,75.0,62.0
594518,,92.0,51.0
594769,,92.0,53.0
594917,,91.0,64.0
594989,,86.0,47.0
595036,,90.0,62.0
595093,,66.0,59.0
595170,,26.0,42.0
595283,,92.0,51.0
595361,,72.0,61.0
595418,,91.0,64.0
595513,,71.0,62.0
595519,,64.0,58.0
595551,,72.0,61.0
595717,,88.0,81.0
595740,,64.0,57.0
595745,,71.0,62.0
595764,,95.0,64.0
595821,,65.0,60.0
595823,,95.0,56.0
596189,,92.0,53.0
596213,,77.0,75.0
596256,,66.0,59.0
596496,,31.0,34.0
596529,,77.0,31.0
596582,,89.0,74.0
596594,,95.0,56.0
596620,,89.0,74.0
596668,,89.0,74.0
596814,,65.0,60.0
596828,,95.0,64.0
597225,,15.0,11.0
597310,,90.0,74.0
597602,,66.0,48.0
597743,,66.0,48.0
597755,,69.0,59.0
598122,,26.0,42.0
598468,,79.0,30.0
598858,,69.0,44.0
599123,,79.0,30.0
599555,,69.0,44.0
599914,,74.0,45.0
600019,,69.0,43.0
601570,,71.0,36.0
601846,,57.0,43.0
603127,,70.0,48.0
604908,,21.0,32.0
605318,,57.0,43.0
605441,,57.0,43.0
605615,,64.0,45.0
605994,,51.0,46.0
606068,,39.0,65.0
606090,,36.0,64.0
606099,,59.0,39.0
606115,,36.0,64.0
606377,,84.0,54.0
606655,,51.0,25.0
606794,,51.0,25.0
607446,,26.0,15.0
608835,,49.0,41.0
608966,,54.0,40.0
609123,,36.0,64.0
609253,,36.0,64.0
609270,,60.0,68.0
609443,,71.0,40.0
609450,,86.0,59.0
609504,,71.0,40.0
609570,,82.0,54.0
609643,,21.0,30.0
609683,,76.0,54.0
609770,,91.0,64.0
609833,,76.0,61.0
610198,,33.0,38.0
610269,,20.0,32.0
610555,,89.0,74.0
610756,,68.0,50.0
611040,,64.0,58.0
611075,,67.0,61.0
611396,,64.0,58.0
611875,,42.0,19.0
612155,,64.0,62.0
612698,,40.0,65.0
612945,,59.0,39.0
613046,,72.0,62.0
613078,,71.0,50.0
613252,,71.0,40.0
613404,,39.0,25.0
613405,,36.0,64.0
613780,,89.0,74.0
613787,,89.0,74.0
613844,,90.0,74.0
613887,,89.0,74.0
614470,,71.0,49.0
614791,,89.0,47.0
615041,,71.0,40.0
615094,,96.0,56.0
615598,,10.0,21.0
615635,,68.0,45.0
616365,,59.0,39.0
616599,,17.0,12.0
617457,,84.0,54.0
617580,,9.0,36.0
617704,,46.0,54.0
617708,,47.0,36.0
617709,,47.0,36.0
617876,,53.0,72.0
617958,,50.0,44.0
618019,,59.0,42.0
618206,,76.0,55.0
618243,,68.0,50.0
618332,,77.0,54.0
618519,,77.0,75.0
618613,,75.0,52.0
618852,,94.0,51.0
618896,,76.0,58.0
618981,,19.0,41.0
619029,,51.0,37.0
619064,,83.0,54.0
619298,,47.0,41.0
619320,,76.0,57.0
619337,,58.0,50.0
619575,,77.0,59.0
619579,,68.0,62.0
619864,,63.0,54.0
619998,,44.0,44.0
620296,,92.0,69.0
620346,,90.0,78.0
620376,,69.0,49.0
620381,,70.0,46.0
620383,,36.0,35.0
620410,,4.0,21.0
620411,,3.0,21.0
620443,,5.0,5.0
620446,,4.0,34.0
620474,,9.0,25.0
620534,,5.0,9.0
620536,,6.0,17.0
620578,,7.0,11.0
621287,,6.0,21.0
621375,,7.0,27.0
621440,,19.0,33.0
621908,,42.0,60.0
622029,,28.0,55.0
622224,,3.0,25.0
622236,,28.0,52.0
622272,,17.0,47.0
622357,,9.0,20.0
622371,,6.0,31.0
622457,,4.0,24.0
622465,,4.0,15.0
623953,,5.0,47.0
624173,,,
624940,,2.0,27.0
626911,,60.0,41.0
626952,,49.0,38.0
626982,,55.0,40.0
627004,,56.0,44.0
627643,,42.0,36.0
627660,,34.0,35.0
627723,,17.0,33.0
627915,,3.0,24.0
628340,,26.0,35.0
629461,,32.0,31.0
630137,,22.0,34.0
630209,,4.0,21.0
630603,,55.0,40.0
630689,,14.0,24.0
630690,,9.0,18.0
630691,,47.0,37.0
630692,,47.0,22.0
630779,,28.0,11.0
630806,,29.0,13.0
630857,,4.0,20.0
631013,,10.0,13.0
631202,,16.0,25.0
631300,,58.0,40.0
631303,,63.0,47.0
631305,,12.0,20.0
631306,,29.0,28.0
631324,,48.0,25.0
631350,,49.0,25.0
631351,,48.0,25.0
631352,,48.0,25.0
631354,,42.0,42.0
631358,,6.0,17.0
631370,,51.0,36.0
631377,,66.0,50.0
631420,,50.0,45.0
631481,,40.0,22.0
631488,,61.0,46.0
631489,,66.0,49.0
631495,,56.0,41.0
631605,,6.0,14.0
631634,,26.0,4.0
631850,,49.0,25.0
631866,,7.0,13.0
631878,,54.0,45.0
631899,,17.0,13.0
631925,,26.0,4.0
631933,,28.0,11.0
631975,,16.0,21.0
631988,,6.0,17.0
632211,,15.0,28.0
632212,,17.0,29.0
632338,,11.0,25.0
632365,,8.0,24.0
632366,,9.0,21.0
632367,,8.0,24.0
632381,,6.0,15.0
632387,,9.0,21.0
632399,,6.0,15.0
632401,,6.0,16.0
632569,,47.0,22.0
632582,,18.0,14.0
632590,,14.0,5.0
632729,,5.0,14.0
632832,,53.0,43.0
632839,,51.0,40.0
632888,,69.0,47.0
633002,,53.0,44.0
633306,,48.0,22.0
633392,,31.0,32.0
633524,,16.0,22.0
633525,,32.0,38.0
633526,,32.0,38.0
633527,,33.0,35.0
633528,,41.0,37.0
633529,,41.0,37.0
633530,,47.0,24.0
633532,,55.0,44.0
633533,,72.0,50.0
633534,,17.0,30.0
633536,,30.0,27.0
633537,,47.0,31.0
633538,,53.0,20.0
633575,,9.0,11.0
633607,,33.0,35.0
633608,,37.0,39.0
633609,,37.0,39.0
633610,,23.0,32.0
633611,,10.0,23.0
633612,,29.0,31.0
633613,,25.0,38.0
633615,,4.0,11.0
633652,,53.0,28.0
633653,,41.0,25.0
633654,,47.0,31.0
633660,,31.0,31.0
633661,,28.0,34.0
633665,,34.0,33.0
633666,,22.0,28.0
633677,,33.0,35.0
633684,,8.0,28.0
633710,,25.0,38.0
633711,,25.0,38.0
633712,,25.0,38.0
633713,,20.0,29.0
634015,,44.0,24.0
634019,,4.0,7.0
634021,,8.0,26.0
634051,,14.0,24.0
634100,,33.0,26.0
634189,,43.0,17.0
634326,,9.0,18.0
634364,,3.0,23.0
634389,,10.0,23.0
634460,,23.0,32.0
634466,,9.0,27.0
634615,,7.0,15.0
634618,,46.0,41.0
634653,,5.0,5.0
634709,,69.0,47.0
634739,,69.0,47.0
634820,,3.0,10.0
634830,,21.0,23.0
634985,,51.0,40.0
635003,,54.0,45.0
635081,,38.0,13.0
635138,,15.0,26.0
635140,,8.0,15.0
635188,,53.0,43.0
635373,,28.0,17.0
635408,,35.0,18.0
635487,,18.0,23.0
635488,,4.0,28.0
635493,,40.0,20.0
635494,,60.0,39.0
635495,,55.0,33.0
635526,,17.0,29.0
635535,,5.0,19.0
635541,,17.0,19.0
635580,,15.0,24.0
635581,,18.0,19.0
635582,,40.0,24.0
635585,,6.0,5.0
635587,,5.0,5.0
635598,,1.0,11.0
635619,,43.0,37.0
635709,,73.0,54.0
636011,,77.0,45.0
636419,,89.0,50.0
637491,,95.0,56.0
638999,,51.0,31.0
639412,,90.0,50.0
639920,,92.0,51.0
640227,,62.0,41.0
641037,,87.0,50.0
641093,,87.0,50.0
641109,,89.0,50.0
641584,,85.0,51.0
641973,,69.0,49.0
642079,,42.0,45.0
642093,,56.0,49.0
642218,,56.0,49.0
642472,,69.0,51.0
642533,,64.0,50.0
642566,,61.0,45.0
642588,,64.0,50.0
642696,,63.0,46.0
642733,,63.0,46.0
642755,,41.0,27.0
642793,,9.0,35.0
642909,,54.0,44.0
643601,,43.0,31.0
644595,,13.0,38.0
644611,,22.0,21.0
644625,,11.0,21.0
645378,,7.0,11.0
646143,,73.0,49.0
646219,,73.0,49.0
646494,,71.0,49.0
646886,,6.0,30.0
647120,,12.0,24.0
746639,,8.0,28.0
746945,,4.0,2.0
747073,,25.0,27.0
747076,,37.0,40.0
747327,,41.0,32.0
747590,,37.0,34.0
747664,,5.0,24.0
747685,,13.0,22.0
747712,,8.0,26.0
747927,,37.0,11.0
748056,,23.0,32.0
748071,,3.0,20.0
748161,,5.0,3.0
748163,,8.0,3.0
748164,,6.0,2.0
748172,,13.0,5.0
748190,,4.0,2.0
748400,,24.0,30.0
748682,,2.0,7.0
748683,,4.0,11.0
748685,,3.0,12.0
748688,,0.0,4.0
748689,,2.0,1.0
748690,,2.0,4.0
748691,,3.0,12.0
748692,,2.0,1.0
748694,,1.0,
748695,,3.0,1.0
748711,,4.0,1.0
748762,,3.0,1.0
748849,,0.0,
748872,,0.0,
748912,,4.0,2.0
748913,,5.0,2.0
749165,,55.0,54.0
749337,,85.0,52.0
749675,,91.0,53.0
750725,,84.0,48.0
750726,,84.0,48.0
750727,,84.0,48.0
751836,,81.0,31.0
752234,,82.0,50.0
752464,,90.0,52.0
752652,,84.0,48.0
752653,,84.0,48.0
752654,,84.0,48.0
752858,,62.0,32.0
754258,,84.0,48.0
754259,,86.0,43.0
754260,,84.0,48.0
754332,,84.0,48.0
754399,,86.0,43.0
754400,,86.0,43.0
754401,,86.0,43.0
754402,,86.0,43.0
754907,,84.0,35.0
756024,,89.0,51.0
756288,,88.0,54.0
756984,,84.0,38.0
756985,,75.0,44.0
756986,,76.0,43.0
756987,,87.0,43.0
756989,,84.0,38.0
756990,,84.0,38.0
756991,,82.0,42.0
756992,,84.0,38.0
756994,,82.0,44.0
756995,,82.0,44.0
756996,,77.0,42.0
756997,,82.0,42.0
756998,,77.0,42.0
756999,,77.0,42.0
