,word0,word1,word2,word3,word4,word5
0,dorchester,hyde_park,jamaica_plain,annunciation,brighton,roxbury
1,roxbury,dorchester,south_end,dudley,neighborhood,annunciation
2,mattapan,hyde_park,dorchester,bcs,roslindale,“three
3,hyde_park,dorchester,gallivan,fairview,vernon,greenwood
4,fenway,park,shelled,telethon,“kind,dreams”
5,beacon_hill,reignited,layover,vestige,profligate,recycling
6,downtown,crossing,surveying,workday,kenmore,outlying
7,south_boston,frontage,bisects,kenmore,charlestown,thibeault
8,east_boston,bcs,populated,densely,algaranaz,medford
9,back_bay,kenmore,freeport,workday,dockside,recycling
10,jamaica_plain,dorchester,hyde_park,eire,south_end,mattapan
11,south_end,dorchester,roxbury,jamaica_plain,kenmore,mission_hill
12,charlestown,readville,kenmore,dorchester,aa,sturbridge
13,brighton,allston,greenwood,atherton,vernon,dorchester
14,allston,brighton,kenmore,renovated,readville,atherton
15,west_end,mortuary,waban,clarendon,village,1914
16,roslindale,hyde_park,mattapan,benzy,bcs,jamaica_plain
17,north_end,kenmore,tenement,courtyard,almont,container
18,mission_hill,kenmore,hurley,greenwood,alfond,zeigler
19,harbor_islands,369,rowes,npeter,karin,renewal”
20,longwood_medical_area,pasteur,cradle,kenmore,freeport,eden
21,pasteur,cradle,longwood_medical_area,greene’s,reservation’s,masqueraders
22,cradle,intellect,pasteur,resounds,wampanoag,longwood_medical_area
23,kenmore,almont,freeport,squantum,iacono,shuttles
24,freeport,kenmore,rezones,zoned,rezone,1250
25,eden,undisturbed,freeport,skyscraper,revs,cropping
