,word0,word1,word2,word3,word4,word5
0,dorchester,roxbury,yanuel,nightingale,albion,mulholland
1,roxbury,dorchester,sprawls,hyde_park,intervale,south_end
2,mattapan,dorchester,roslindale,hyde_park,roxbury,mission_hill
3,hyde_park,roxbury,mattapan,dorchester,mission_hill,zachery
4,fenway,park,filtering,1321,listless,homestand
5,beacon_hill,solons,legislature,nstadig,retinue,fawned
6,downtown,crossing’s,centrally,busby,revelry,janetha
7,south_boston,nstadig,sprawls,langone,xa0allston,dorchester
8,east_boston,sprawls,nstadig,xa0neighborhoods,lamattina’s,xa0allston
9,back_bay,nstadig,parishioners—,trinity’s,harry’s,square’s
10,jamaica_plain,roslindale,hennigan,mission_hill,higginson,neighborhood
11,south_end,tenements,roxbury,sprawls,dorchester,safiro
12,charlestown,xa0harrison,sprawls,langone,winship,xa0allston
13,brighton,winship,allston,lyon,xa0allston,halpin’s
14,allston,buildout,brighton,—a,albany,detours
15,west_end,flattening,bulldozers,superhighways,razed,nbulldozers
16,roslindale,jamaica_plain,mattapan,higginson,”he’ll,humboldt
17,north_end,langone,passacantilli,nstadig,sprawls,east_boston
18,mission_hill,hennigan,roxbury,hyde_park,jamaica_plain,xa0neighborhoods
19,harbor_islands,surges,peddocks,curbside,boardwalk,additions
20,longwood_medical_area,multiuse,consolidated,lma’s,offstreet,janetha
21,multiuse,sw,offstreet,enhancements,neighborways,assabet
22,consolidated,brt,terminus,enlarging,aggravation,nmasco
23,lma’s,npayment,connectors,brt,greenlinks,offstreet
24,offstreet,termini,lma’s,ncreate,connectors,tontine
25,janetha,busby,offstreet,ezride,limitedstop,termini
