,word0,word1,word2,word3,word4,word5
0,dorchester,jamaica_plain,hyde_park,chinatown,roxbury,mattapan
1,roxbury,bromley,chinatown,dorchester,moreland,neighborhood’s
2,mattapan,jamaica_plain,hyde_park,dorchester,ncampbell,restriction
3,hyde_park,jamaica_plain,mattapan,roslindale,biked,chinatown
4,fenway,1927,hurling,outfield,sportsmen’s,remy’s
5,beacon_hill,fliers,bordered,chan,crammed,associations
6,downtown,crossing’s,skyscrapers,taller,eyesore,gleaming
7,south_boston,dorchester,north_end,banker,ambushed,jamaica_plain
8,east_boston,charlestown,jamaica_plain,jp,codman,hyde_park
9,back_bay,1850s,bustling,west_end,glassy,metropolis
10,jamaica_plain,hyde_park,chinatown,restriction,dorchester,brighton
11,south_end,chinatown,restriction,west_end,encompasses,bromley
12,charlestown,orient,mission_hill,jamaica_plain,neighborhood’s,bromley
13,brighton,allston,mission_hill,jamaica_plain,blackstone,restriction
14,allston,mission_hill,brighton,readville,restriction,heath
15,west_end,blighted,revitalization,rebirth,shinier,artery
16,roslindale,hyde_park,dorchester,jamaica_plain,ncampbell,biked
17,north_end,supermarket,chinatown,southie,morrissey,manor
18,mission_hill,allston,brighton,restriction,chinatown,charlestown
19,harbor_islands,1850,creasey,bataclan,scotland,earthquakes
20,longwood_medical_area,dasco,undeveloped,crammed,rezone,dotblock
21,dasco,dotblock,184,undeveloped,meetinghouse,amory
22,undeveloped,quarry’s,dotblock,dasco,“olympic,rezone
23,crammed,decaying,fallow,cramming,ceilinged,longwood_medical_area
24,rezone,chiofaro’s,underutilized,rezoning,dasco,undeveloped
25,dotblock,dasco,meridien,oneunited,townhomes,loft
