,word0,word1,word2,word3,word4,word5
0,dorchester,roxbury,mattapan,charlestown,neponset,hyde_park
1,roxbury,mattapan,dorchester,jamaica_plain,east_boston,charlestown
2,mattapan,roxbury,dorchester,south_end,roslindale,bowdoin
3,hyde_park,west_roxbury,roslindale,jamaica_plain,southernmost,dorchester
4,fenway,kenmore,stitch,codman,parkman,chestnut
5,beacon_hill,strongholds,vaunted,moderate,handicapped,casino
6,downtown,newmarket,revitalization,crossing,mecca,condominium
7,south_boston,south_end,waterfront,southie,charlestown,melnea
8,east_boston,jamaica_plain,roxbury,charlestown,lamattina,enclave
9,back_bay,brownstone,beacon,fashionable,prudential,chinatown
10,jamaica_plain,charlestown,east_boston,roxbury,mildred,arboretum
11,south_end,chinatown,warehouses,melnea,mattapan,charlestown
12,charlestown,jamaica_plain,south_end,mildred,dorchester,codman
13,brighton,allston,mission_hill,jamaica_plain,south_end,mattapan
14,allston,brighton,decie,populated,cass,alpha
15,west_end,thorpe,deli,tavern,personification,hope’s
16,roslindale,neponset,goldenberg,dorchester’s,grove,terrace
17,north_end,manor,diner,invade,kendall,eddy
18,mission_hill,brighton,allston,lamattina,zakim,south_end
19,harbor_islands,233,foodies,877,161,pilgrimages
20,longwood_medical_area,rowhouse,1789,newmarket,edinboro,thoroughfare
21,rowhouse,trumbull,devonshire,extinguished,westville,av
22,1789,rowhouse,noverall,refurbished,longwood_medical_area,radnor
23,newmarket,starved,longwood_medical_area,associates’,dilapidated,ruggles
24,edinboro,aguadilla,longwood_medical_area,littering,av,thoroughfare
25,thoroughfare,kneeland,encampment,moreland,humphreys,observances
