,word0,word1,word2,word3,word4,word5
0,brighton,dorchester,roxbury,rockland,brookline,somerville
1,allston,square,warehouse,lowell,ballfield,puddingstone
2,fenway,puddingstone,walnut,madison,presbyterian,ramsay
3,downtown,cafe,copley,kendall,midtown,fairgrounds
4,charlestown,waldemar,rooming,truro,white,aged
5,waterfront,bungalow,weymouth,stretches,mainstay,courtrooms
6,roxbury,dorchester,kanye,indies,brighton,brockton
7,dorchester,roxbury,brighton,mattapan,roslindale,rockland
8,mattapan,dorchester,rockland,somerville,roslindale,winthrop
9,roslindale,dorchester,mattapan,rockland,waltham,winthrop
10,dorchester,roxbury,brighton,mattapan,roslindale,rockland
11,mattapan,dorchester,rockland,somerville,roslindale,winthrop
12,rockland,dorchester,mattapan,roslindale,maryland,brighton
13,waltham,roslindale,downer,bolling,arlington,parkway
14,winthrop,villa,somerville,brockton,parkway,mattapan
