,word0,word1,word2,word3,word4,word5
0,brighton,dorchester,antiques,codman,cambridge,condo
1,allston,commons,adjacent,winship,cafe,galleries
2,fenway,nmartin,dusk,portsmouth,trailer,umass
3,downtown,gentrifying,sheraton,booms,donegal,bustling
4,charlestown,heath,falmouth,fayston,shoppes,crispus
5,waterfront,prowling,downtown,skyline,convent,mines
6,roxbury,dorchester,newton,florissant,nile,mattapan
7,dorchester,newton,brighton,roxbury,cambridge,mattapan
8,mattapan,dorchester,newton,brookline,dedham,roxbury
9,roslindale,dorchester,jorma,honduras,jp,mattapan
10,dorchester,newton,brighton,roxbury,cambridge,mattapan
11,jorma,suzan,roslindale,marie,elo,dorchester
12,honduras,tobin,alternatively,lafayette,roslindale,argentina
13,jp,roslindale,triton,gertrude,blain,kensington
14,mattapan,dorchester,newton,brookline,dedham,roxbury
