,word0,word1,word2,word3,word4,word5
0,brighton,mattapan,roslindale,county,maine,cambridge
1,allston,mattapan,apartment,roslindale,condo,stairwell
2,fenway,walnut,kenmore,richmond,ymca,bunker
3,downtown,harbor,dotting,seaport,provincetown,hyatt
4,charlestown,quincy,lexington,dorchester,mattapan,roslindale
5,waterfront,corridor,mansion,windswept,fenced,cemetery
6,roxbury,dorchester,roslindale,mattapan,charlestown,quincy
7,dorchester,roxbury,roslindale,charlestown,mattapan,harlem
8,mattapan,allston,roslindale,dorchester,charlestown,quincy
9,roslindale,dorchester,mattapan,quincy,roxbury,brighton
10,dorchester,roxbury,roslindale,charlestown,mattapan,harlem
11,mattapan,allston,roslindale,dorchester,charlestown,quincy
12,quincy,charlestown,roslindale,cambridge,dorchester,mattapan
13,roxbury,dorchester,roslindale,mattapan,charlestown,quincy
14,brighton,mattapan,roslindale,county,maine,cambridge
