,word0,word1,word2,word3,word4,word5
0,wellington_hill,695,patting,bailed,unintentionally,ida
1,mattapan,roslindale,mission_hill,charlestown,south_end,jamaica_plain
2,dorchester,roslindale,charlestown,quincy,milton,intervale
3,dudley,square,bruce,dough,albion,centre
4,roxbury,south_end,chinatown,mission_hill,charlestown,everett
5,hyde_park,roslindale,mission_hill,jamaica_plain,charlestown,south_end
6,washington,d,c,2300,malcolm,boylston
7,bunker_hill,dearborn,athletic,$25,graduating,vocational
8,columbus,centre,morton,seaver,lithgow,terrace
9,shawmut,terrace,santuit,talbot,lithgow,albion
10,boston,“boston,salem,wellesley,”boston,marvin
