,word0,word1,word2,word3,word4,word5
0,mattapan,jamaica_plain,roslindale,east_boston,fenway,south_end
1,dorchester,brighton,roslindale,south_end,quincy,milton
2,dudley,uphams,square,tremont,franklin,cafe
3,roxbury,south_end,east_boston,jamaica_plain,charlestown,brighton
4,grove_hall,fields,mcgonagle,lenox,whittier,uphams
5,codman_square,clinics,jamaica_plain,charlestown,allston,brighton
6,hyde_park,mission_hill,weymouth,reservation,egleston_square,arlington
7,jones_hill,demariano,malayali,emmanuel,govotskis,pizzeria
8,adams_village,simon,girards,gerard’s,frontier,rickety
9,washington,bolling,adams,c,tremont,2300
10,bunker_hill,salvation,bachelor’s,prep,teaching,bcla
11,harbor_view,ponkapoag,bennington,chunk,”murphy,hone
12,boston,nboston,boston’s,recreation,relations,joseph
13,seaport_district,edges,landers,watchers,farthest,385
14,aberdeen,wrangler,melville,windermere,brookford,richfield
