,word0,word1,word2,word3,word4,word5
0,mattapan,south_end,west,jamaica_plain,roxbury’s,geneva
1,dorchester,west,south_end,jamaica_plain,lifelong,milton
2,dudley,square,crossing,ferdinand,uphams,roxbury’s
3,roxbury,jamaica_plain,south_end,west,mission_hill,roxbury’s
4,grove_hall,uphams,copley,fields,geneva,kenmore
5,hyde_park,childhood,precious,baptized,parish,paternal
6,neponset,cedar,exiting,grove,pickup,residence
7,andrew_square,richmond,westville,stratton,quincefield,wellfleet
8,washington,d,traveled,chestnut,medford,1400
9,mount_hope,supper,mist,pipe,easton,evacuees
10,shawmut,richmond,pedestrian,ashmont,vernon,platform
11,boston,mounted,rapid,”boston,chiefs,relations
