,0
dorchester,1788
roxbury,1147
south_boston,564
mattapan,497
downtown,344
south_end,304
jamaica_plain,288
hyde_park,280
fenway,253
roslindale,244
east_boston,243
west_roxbury,207
back_bay,189
charlestown,154
brighton,151
beacon_hill,143
allston,136
mission_hill,98
north_end,71
west_end,21
longwood_medical_area,10
harbor_islands,5
south_boston_waterfront,0
