,word0,word1,word2,word3,word4,word5
0,man,flees,woman,erie,innocent”,ismaaiyl
1,woman,man,distraught,rios,“involved,legrice
2,men,women,loiter,blindfolded,nfriends,unaccountable
3,women,men,saleswomen,sexualized,loiter,nonconforming
4,male,female,males,white,‘crisis,totes
5,female,boarder,male,women,biologically,latina
6,person,someone,reason”,”mulhern,”leigh,somebody
7,people,them,“young,those,”plans,”too
8,community,ministerial,isbcc,yusufi,educations,odom’s
9,neighborhood,revitalization,blight,“dudley,displacing,grocer
10,child,nightlight,joselyn,children,mother,gideanne
11,children,families,parents,child,toddlers,kids
12,kid,meanest,ached,nsantos,stuttered,“ever
13,youth,enrichment,folgert,“madison,energize,youthfulness
14,business,argentieri,cerberus,centrix,”chan,associations
15,company,company’s,ameresco,nisource,verizon,pickupzone
16,black,white,lgbtqa,heighten,latino,nonconforming
17,haitian,borges,dambreville,geralde,”jacques,imbibe
18,caribbean,carnival,lowell■,honduras,masquerade,troupes
19,jamaican,naga,housecleaner,kismet,plastics,derbyshire
20,dominican,republic,rican,journeyed,manoguayabo,verde
21,republic,dominican,bophuthatswana,cornelio,emigrated,journeyed
22,rican,puerto,doña,vejigantes,chayanne,dominican
23,journeyed,boldly,verde,manoguayabo,volta,cornelio
24,manoguayabo,outcountry,oozing,1born,duality,dapina
25,verde,journeyed,njoão,workbooks,archipelago,cape
