,word0,word1,word2,word3,word4,word5
0,dorchester,roxbury,hyde_park,roslindale,charlestown,jamaica_plain
1,roxbury,dorchester,hyde_park,mission_hill,roslindale,mattapan
2,mattapan,hyde_park,south_end,brighton,roxbury,roslindale
3,hyde_park,jamaica_plain,mattapan,dorchester,brighton,roxbury
4,fenway,madison,puddingstone,geun,harambee,orchard
5,beacon_hill,hemenway,cruising,park’s,undeveloped,slade’s
6,downtown,centre,tremont,b4,ashmont,causeway
7,south_boston,west_roxbury,east_boston,chelsea,dorchester,brighton
8,east_boston,brighton,south_boston,blackstone,west_roxbury,holyoke
9,back_bay,faneuil,ferdinand,intercolonial,manhattan,dyson
10,jamaica_plain,hyde_park,brighton,chinatown,charlestown,dorchester
11,south_end,mattapan,waterfront,area,brighton,roslindale
12,charlestown,jamaica_plain,chinatown,dorchester,roxbury,plympton
13,brighton,hyde_park,mission_hill,east_boston,chelsea,jamaica_plain
14,allston,meetinghouse,brookline,bistro,prep,cafeteria
15,west_end,ngreater,podcasting,amory,elbe,abducting
16,roslindale,hyde_park,dorchester,roxbury,mattapan,puddingstone
17,north_end,albany,hvac,housed,cass,edge
18,mission_hill,brighton,roxbury,hyde_park,dorchester,blossoming
19,harbor_islands,elbe,ngreater,“city,blanketed,harbor
20,longwood_medical_area,village,fertilizers,repulsed,1961,lechmere
21,village,athletes’,stadium,archdale,longwood_medical_area,velodrome
22,fertilizers,exploding,pru,flipping,unpack,“loved
23,repulsed,unimpressed,despised,disgusted,refiled,originators
24,1961,rehab,1927,mainstage,ymca,longwood_medical_area
25,lechmere,longwood,meissen,alewife,ymca,overflowing
