,word0,word1,word2,word3,word4,word5
0,dorchester,roxbury,west_roxbury,mattapan,roslindale,south_boston
1,roxbury,dorchester,mattapan,south_boston,mission_hill,west_roxbury
2,mattapan,mission_hill,roxbury,dorchester,brighton,west_roxbury
3,hyde_park,west_roxbury,milton,quincy,tuttle,mission_hill
4,fenway,terrace,baryshnikov,ymca,shopping,waterfront
5,beacon_hill,gop,inevitably,spitting,handicapped,outsiders
6,downtown,back_bay,prudential,mechanic’s,waterfront,building
7,south_boston,roxbury,dorchester,southie,south_end,mission_hill
8,east_boston,roslindale,scammed,alice,despondent,“fair
9,back_bay,downtown,south_end,allston,lane,kenmore
10,jamaica_plain,somerville,revere,malden,arlington,subletting
11,south_end,area,mattapan,back_bay,quincy,roxbury
12,charlestown,quincy,leominster,braintree,roxbury,tavolo
13,brighton,allston,mattapan,west_roxbury,apartment,quincy
14,allston,brighton,basement,oak,west_roxbury,apartment
15,west_end,dutoit,eustis,tubman,ferdinand,westwood
16,roslindale,dorchester,somerville,milton,mattapan,brookline
17,north_end,salem,alderman,chelsea,quincy,medford
18,mission_hill,mattapan,roxbury,neighborhoods,quincy,south_end
19,harbor_islands,avenir,cyclists,eastward,hyannis,241
20,longwood_medical_area,nashville,ersatz,236,occurrence,“texture
21,nashville,afghan,longwood_medical_area,kampala,lesley,verdant
22,ersatz,commentators,criminologists,handful’s,longwood_medical_area,chorizo
23,236,bangor,clinicians,isolating,crashes,jolie
24,occurrence,platforms,afghan,smattering,longwood_medical_area,harassment
25,“texture,detail”,isolating,165,speculations,ambushing
