,word0,word1,word2,word3,word4,word5
0,dorchester,roxbury,west_roxbury,jamaica_plain,hyde_park,south_boston
1,roxbury,dorchester,mattapan,south_boston,roxbury’s,east_boston
2,mattapan,roxbury,heath,south_end,jamaica_plain,south_boston
3,hyde_park,dorchester,roslindale,cambridge,roxbury,chelsea
4,fenway,nwest,almont,sunday’s,water’s,behest
5,beacon_hill,nonprofits,“snowpocalypse”,staging,2024,chiofaro
6,downtown,1321,melnea,tremont,nwest,flagship
7,south_boston,north_end,dorchester,charlestown,roxbury,back_bay
8,east_boston,roxbury,north_end,dorchester,south_boston,phoenix
9,back_bay,outskirts,adelaide,nwest,south_boston,west_roxbury
10,jamaica_plain,dorchester,south_end,viloria,yanuel,roxbury
11,south_end,jamaica_plain,viloria,juliette,mattapan,gentrifying
12,charlestown,nwest,south_boston,comm,cones,attucks
13,brighton,councilwoman,dunkin’,month”,emmanual,hibernian
14,allston,winship,“academic,biolabs,rink,district
15,west_end,southern,wheeling,flattening,postwar,enbridge’s
16,roslindale,hyde_park,swampscott,dorchester,bloomingdale,south_boston
17,north_end,south_boston,east_boston,roxbury,halls,gentrifying
18,mission_hill,dorchester,heights,south_end,revival,roxbury’s
19,harbor_islands,shrivel,strategically,header,tariff,extruded
20,longwood_medical_area,back_bay,underutilized,hingham,wayland,cambridge
21,back_bay,outskirts,adelaide,nwest,south_boston,west_roxbury
22,underutilized,prowling,cluster,worship,longwood_medical_area,deserts
23,hingham,dedham,wayland,longwood_medical_area,huron,jozef
24,wayland,providence,nantucket,ave,isolates,lake
25,cambridge,dedham,burlington,bridgewater,newton,hyde_park
