,word0,word1,word2,word3,word4,word5
0,dorchester,roxbury,hyde_park,south_boston,jamaica_plain,chinatown
1,roxbury,dorchester,hyde_park,jamaica_plain,south_boston,east_boston
2,mattapan,hyde_park,roxbury,medford,dorchester,chelsea
3,hyde_park,dorchester,jamaica_plain,roxbury,mattapan,east_boston
4,fenway,geun,harambee,hamambee,hye,puddingstone
5,beacon_hill,thursday,richy’s,walgreens,sunday,crowded
6,downtown,centre,greenville,seaport,stroll,omakase
7,south_boston,dorchester,east_boston,west_roxbury,roxbury,brighton
8,east_boston,brighton,south_boston,jamaica_plain,hyde_park,roxbury
9,back_bay,east_boston,emblematic,quincy,factories,thronged
10,jamaica_plain,hyde_park,dorchester,east_boston,roxbury,charlestown
11,south_end,sweden’s,hyde_park,condo,draft”,youthfulness
12,charlestown,jamaica_plain,aviv,dorchester,trundle,south_boston
13,brighton,east_boston,hyde_park,south_boston,mission_hill,west_roxbury
14,allston,tosca,stratton,showered,courtyard,murphys
15,west_end,amory,”huggins,homestead,mo,cobblestoned
16,roslindale,woburn,trenton,hyde_park,melrose,dorchester
17,north_end,lugging,balcony,forsyth,fenelon,moakley
18,mission_hill,roxbury,brighton,dorchester,hyde_park,south_boston
19,harbor_islands,apfel,brink,congested,nonluxury,dismal
20,longwood_medical_area,incorporated,soldiering,bounded,“honest”,ravine
21,incorporated,longwood_medical_area,rebuilt,uncarved,‘‘gay,delves
22,soldiering,revolutionary”,debtor,mellowed,“ongoing,reanalyzed
23,bounded,subsides,delves,stationery,strolled,overtown
24,“honest”,iraq’s,jalise,“pan”,reenactment,skrillex
25,ravine,cortona,dialectician,picnictables,pharmed,auden
