,word0,word1,word2,word3,word4,word5
0,man,man’s,kidnaps,luis,tyrone,40s
1,woman,snapped,wept,female,assaulted,naked
2,men,women,lieutenants,teenagers,young,commentators
3,women,men,minorities,dollop,ordination,dibs
4,male,female,males,20s,predominantly,hispanic
5,female,male,stumping,woman,assaulted,attacking
6,person,51a,excuse,”another,encounter,remorseful
7,people,appreciative,folks,“having,overwhelmed,moms
8,community,outreach,partnerships,tenpoint,empowerment,engagement
9,neighborhood,mattapan,bowdoin,revitalize,revitalization,dorchester’s
10,child,kidnaps,prostitute,children,sexually,brain
11,children,daughters,siblings,mothers,grandchildren,sons
12,kid,lovett,blalock,zanco,tellez,pedigree
13,youth,mentoring,interns,internships,workshops,101
14,business,pastors,nonprofits,settings,zeroing,partnering
15,company,company’s,inc,videll’s,firm,keolis
16,black,white,latino,predominantly,males,male
17,haitian,immigrant,verdean,louima,lifelong,hughes
18,caribbean,tahiti,shores,cultures,asia,billed
19,jamaican,tub,campfire,jars,ponds,earthy
20,dominican,republic,mexican,bronx,newton’s,guatemala
21,republic,dominican,immigrant,guatemala,egypt,congo
22,mexican,ribbons,cart,plantains,lanky,tomb
23,bronx,ga,318,seminarians,stockbridge,officiated
24,newton’s,nwarren,descent,setti,carvalho’s,protestant
25,guatemala,immigrated,cornfields,perch,sailing,agua
